Fakultät,Code,Id,Kanton,Einwohner,Jahr,Semester,Immatrikulationen
Jurisprudenz,JU,26,Jura,73419,2009,NA,0
Medizin,BS,12,Basel-Stadt,194766,2009,NA,3
Medizin,ZH,1,Zürich,1520968,2009,NA,3
Medizin,BE,2,Bern,1034977,2009,NA,1
Medizin,LU,3,Luzern,409557,2009,NA,2
Medizin,UR,4,Uri,36433,2009,NA,0
Medizin,SZ,5,Schwyz,159165,2009,NA,0
Medizin,OW,6,Obwalden,37841,2009,NA,0
Medizin,GL,8,Glarus,40403,2009,NA,0
Medizin,ZG,9,Zug,126837,2009,NA,0
Medizin,FR,10,Freiburg,318714,2009,NA,0
Medizin,SO,11,Solothurn,273194,2009,NA,1
Medizin,BL,13,Basel-Landschaft,288132,2009,NA,4
Medizin,SH,14,Schaffhausen,81991,2009,NA,0
Medizin,AI,16,Appenzell Innerrhoden,16145,2009,NA,0
Medizin,SG,17,St. Gallen,507697,2009,NA,1
Medizin,GR,18,Graubünden,198379,2009,NA,2
Medizin,AG,19,Aargau,677387,2009,NA,1
Medizin,TG,20,Thurgau,276472,2009,NA,0
Medizin,TI,21,Tessin,353343,2009,NA,2
Medizin,VD,22,Waadt,799145,2009,NA,0
Medizin,VS,23,Wallis,343955,2009,NA,0
Medizin,NE,24,Neuenburg,176850,2009,NA,0
Medizin,GE,25,Genf,499480,2009,NA,0
Medizin,JU,26,Jura,73419,2009,NA,0
Philosophie I,BS,12,Basel-Stadt,194766,2009,NA,17
Philosophie I,ZH,1,Zürich,1520968,2009,NA,3
Philosophie I,BE,2,Bern,1034977,2009,NA,4
Philosophie I,LU,3,Luzern,409557,2009,NA,0
Philosophie I,UR,4,Uri,36433,2009,NA,0
Philosophie I,SZ,5,Schwyz,159165,2009,NA,0
Philosophie I,OW,6,Obwalden,37841,2009,NA,0
Philosophie I,GL,8,Glarus,40403,2009,NA,1
Philosophie I,ZG,9,Zug,126837,2009,NA,1
Philosophie I,FR,10,Freiburg,318714,2009,NA,0
Philosophie I,SO,11,Solothurn,273194,2009,NA,2
Philosophie I,BL,13,Basel-Landschaft,288132,2009,NA,13
Philosophie I,SH,14,Schaffhausen,81991,2009,NA,0
Philosophie I,AI,16,Appenzell Innerrhoden,16145,2009,NA,0
Philosophie I,SG,17,St. Gallen,507697,2009,NA,0
Philosophie I,GR,18,Graubünden,198379,2009,NA,2
Philosophie I,AG,19,Aargau,677387,2009,NA,9
Philosophie I,TG,20,Thurgau,276472,2009,NA,1
Philosophie I,TI,21,Tessin,353343,2009,NA,1
Philosophie I,VD,22,Waadt,799145,2009,NA,0
Philosophie I,VS,23,Wallis,343955,2009,NA,0
Philosophie I,NE,24,Neuenburg,176850,2009,NA,0
Philosophie I,GE,25,Genf,499480,2009,NA,0
Philosophie I,JU,26,Jura,73419,2009,NA,0
Psychologie,BS,12,Basel-Stadt,194766,2009,NA,1
Psychologie,ZH,1,Zürich,1520968,2009,NA,0
Psychologie,BE,2,Bern,1034977,2009,NA,0
Psychologie,LU,3,Luzern,409557,2009,NA,0
Psychologie,UR,4,Uri,36433,2009,NA,0
Psychologie,SZ,5,Schwyz,159165,2009,NA,0
Psychologie,OW,6,Obwalden,37841,2009,NA,0
Psychologie,GL,8,Glarus,40403,2009,NA,0
Psychologie,ZG,9,Zug,126837,2009,NA,0
Psychologie,FR,10,Freiburg,318714,2009,NA,0
Psychologie,SO,11,Solothurn,273194,2009,NA,0
Psychologie,BL,13,Basel-Landschaft,288132,2009,NA,2
Psychologie,SH,14,Schaffhausen,81991,2009,NA,0
Psychologie,AI,16,Appenzell Innerrhoden,16145,2009,NA,0
Psychologie,SG,17,St. Gallen,507697,2009,NA,1
Psychologie,GR,18,Graubünden,198379,2009,NA,0
Psychologie,AG,19,Aargau,677387,2009,NA,0
Psychologie,TG,20,Thurgau,276472,2009,NA,0
Psychologie,TI,21,Tessin,353343,2009,NA,0
Psychologie,VD,22,Waadt,799145,2009,NA,0
Psychologie,VS,23,Wallis,343955,2009,NA,0
Psychologie,NE,24,Neuenburg,176850,2009,NA,0
Psychologie,GE,25,Genf,499480,2009,NA,0
Psychologie,JU,26,Jura,73419,2009,NA,0
Wirtschaftswissenschaften,BS,12,Basel-Stadt,194766,2009,NA,5
Wirtschaftswissenschaften,ZH,1,Zürich,1520968,2009,NA,0
Wirtschaftswissenschaften,BE,2,Bern,1034977,2009,NA,0
Wirtschaftswissenschaften,LU,3,Luzern,409557,2009,NA,1
Wirtschaftswissenschaften,UR,4,Uri,36433,2009,NA,0
Wirtschaftswissenschaften,SZ,5,Schwyz,159165,2009,NA,0
Wirtschaftswissenschaften,OW,6,Obwalden,37841,2009,NA,0.5
Wirtschaftswissenschaften,GL,8,Glarus,40403,2009,NA,0
Wirtschaftswissenschaften,ZG,9,Zug,126837,2009,NA,0
Wirtschaftswissenschaften,FR,10,Freiburg,318714,2009,NA,0
Wirtschaftswissenschaften,SO,11,Solothurn,273194,2009,NA,0
Wirtschaftswissenschaften,BL,13,Basel-Landschaft,288132,2009,NA,6
Wirtschaftswissenschaften,SH,14,Schaffhausen,81991,2009,NA,0
Wirtschaftswissenschaften,AI,16,Appenzell Innerrhoden,16145,2009,NA,0
Wirtschaftswissenschaften,SG,17,St. Gallen,507697,2009,NA,0
Wirtschaftswissenschaften,GR,18,Graubünden,198379,2009,NA,0
Wirtschaftswissenschaften,AG,19,Aargau,677387,2009,NA,4
Wirtschaftswissenschaften,TG,20,Thurgau,276472,2009,NA,0
Wirtschaftswissenschaften,TI,21,Tessin,353343,2009,NA,0
Wirtschaftswissenschaften,VD,22,Waadt,799145,2009,NA,0
Wirtschaftswissenschaften,VS,23,Wallis,343955,2009,NA,0
Wirtschaftswissenschaften,NE,24,Neuenburg,176850,2009,NA,0
Wirtschaftswissenschaften,GE,25,Genf,499480,2009,NA,0
Wirtschaftswissenschaften,JU,26,Jura,73419,2009,NA,0
Philosophie II,BS,12,Basel-Stadt,194766,2009,NA,5
Philosophie II,ZH,1,Zürich,1520968,2009,NA,4
Philosophie II,BE,2,Bern,1034977,2009,NA,6
Philosophie II,LU,3,Luzern,409557,2009,NA,2
Philosophie II,UR,4,Uri,36433,2009,NA,0
Philosophie II,SZ,5,Schwyz,159165,2009,NA,0
Philosophie II,OW,6,Obwalden,37841,2009,NA,0
Philosophie II,GL,8,Glarus,40403,2009,NA,0
Philosophie II,ZG,9,Zug,126837,2009,NA,1
Philosophie II,FR,10,Freiburg,318714,2009,NA,0
Philosophie II,SO,11,Solothurn,273194,2009,NA,1
Philosophie II,BL,13,Basel-Landschaft,288132,2009,NA,7
Philosophie II,SH,14,Schaffhausen,81991,2009,NA,0
Philosophie II,AI,16,Appenzell Innerrhoden,16145,2009,NA,0
Philosophie II,SG,17,St. Gallen,507697,2009,NA,1
Philosophie II,GR,18,Graubünden,198379,2009,NA,0
Philosophie II,AG,19,Aargau,677387,2009,NA,3
Philosophie II,TG,20,Thurgau,276472,2009,NA,0
Philosophie II,TI,21,Tessin,353343,2009,NA,2
Philosophie II,VD,22,Waadt,799145,2009,NA,0
Philosophie II,VS,23,Wallis,343955,2009,NA,0
Philosophie II,NE,24,Neuenburg,176850,2009,NA,1
Philosophie II,GE,25,Genf,499480,2009,NA,0
Philosophie II,JU,26,Jura,73419,2009,NA,0
Lehrerausbildung,BS,12,Basel-Stadt,194766,2009,NA,0
Lehrerausbildung,ZH,1,Zürich,1520968,2009,NA,0
Lehrerausbildung,BE,2,Bern,1034977,2009,NA,0
Lehrerausbildung,LU,3,Luzern,409557,2009,NA,0
Lehrerausbildung,UR,4,Uri,36433,2009,NA,0
Lehrerausbildung,SZ,5,Schwyz,159165,2009,NA,0
Lehrerausbildung,OW,6,Obwalden,37841,2009,NA,0
Lehrerausbildung,GL,8,Glarus,40403,2009,NA,0
Lehrerausbildung,ZG,9,Zug,126837,2009,NA,0
Lehrerausbildung,FR,10,Freiburg,318714,2009,NA,0
Lehrerausbildung,SO,11,Solothurn,273194,2009,NA,0
Lehrerausbildung,BL,13,Basel-Landschaft,288132,2009,NA,0
Lehrerausbildung,SH,14,Schaffhausen,81991,2009,NA,0
Lehrerausbildung,AI,16,Appenzell Innerrhoden,16145,2009,NA,0
Lehrerausbildung,SG,17,St. Gallen,507697,2009,NA,0
Lehrerausbildung,GR,18,Graubünden,198379,2009,NA,0
Lehrerausbildung,AG,19,Aargau,677387,2009,NA,0
Lehrerausbildung,TG,20,Thurgau,276472,2009,NA,0
Lehrerausbildung,TI,21,Tessin,353343,2009,NA,0
Lehrerausbildung,VD,22,Waadt,799145,2009,NA,0
Lehrerausbildung,VS,23,Wallis,343955,2009,NA,0
Lehrerausbildung,NE,24,Neuenburg,176850,2009,NA,0
Lehrerausbildung,GE,25,Genf,499480,2009,NA,0
Lehrerausbildung,JU,26,Jura,73419,2009,NA,0
Theologie,NW,7,Nidwalden,43223,2009,NA,0
Jurisprudenz,NW,7,Nidwalden,43223,2009,NA,0
Medizin,NW,7,Nidwalden,43223,2009,NA,0
Philosophie I,NW,7,Nidwalden,43223,2009,NA,0
Psychologie,NW,7,Nidwalden,43223,2009,NA,0
Wirtschaftswissenschaften,NW,7,Nidwalden,43223,2009,NA,0.5
Philosophie II,NW,7,Nidwalden,43223,2009,NA,0
Lehrerausbildung,NW,7,Nidwalden,43223,2009,NA,0
Theologie,AR,15,Appenzell Ausserrhoden,55234,2009,NA,0
Jurisprudenz,AR,15,Appenzell Ausserrhoden,55234,2009,NA,0
Medizin,AR,15,Appenzell Ausserrhoden,55234,2009,NA,0
Philosophie I,AR,15,Appenzell Ausserrhoden,55234,2009,NA,0
Psychologie,AR,15,Appenzell Ausserrhoden,55234,2009,NA,0
Wirtschaftswissenschaften,AR,15,Appenzell Ausserrhoden,55234,2009,NA,0
Philosophie II,AR,15,Appenzell Ausserrhoden,55234,2009,NA,0
Lehrerausbildung,AR,15,Appenzell Ausserrhoden,55234,2009,NA,0
Theologie,BS,12,Basel-Stadt,194766,2009,NA,1
Theologie,ZH,1,Zürich,1520968,2009,NA,0
Theologie,BE,2,Bern,1034977,2009,NA,0
Theologie,LU,3,Luzern,409557,2009,NA,0
Theologie,UR,4,Uri,36433,2009,NA,0
Theologie,SZ,5,Schwyz,159165,2009,NA,0
Theologie,OW,6,Obwalden,37841,2009,NA,0
Theologie,GL,8,Glarus,40403,2009,NA,0
Theologie,ZG,9,Zug,126837,2009,NA,0
Theologie,FR,10,Freiburg,318714,2009,NA,0
Theologie,SO,11,Solothurn,273194,2009,NA,1
Theologie,BL,13,Basel-Landschaft,288132,2009,NA,2
Theologie,SH,14,Schaffhausen,81991,2009,NA,0
Theologie,AI,16,Appenzell Innerrhoden,16145,2009,NA,0
Theologie,SG,17,St. Gallen,507697,2009,NA,1
Theologie,GR,18,Graubünden,198379,2009,NA,1
Theologie,AG,19,Aargau,677387,2009,NA,1
Theologie,TG,20,Thurgau,276472,2009,NA,0
Theologie,TI,21,Tessin,353343,2009,NA,0
Theologie,VD,22,Waadt,799145,2009,NA,0
Theologie,VS,23,Wallis,343955,2009,NA,0
Theologie,NE,24,Neuenburg,176850,2009,NA,1
Theologie,GE,25,Genf,499480,2009,NA,0
Theologie,JU,26,Jura,73419,2009,NA,0
Jurisprudenz,BS,12,Basel-Stadt,194766,2009,NA,66
Jurisprudenz,ZH,1,Zürich,1520968,2009,NA,5
Jurisprudenz,BE,2,Bern,1034977,2009,NA,3
Jurisprudenz,LU,3,Luzern,409557,2009,NA,2
Jurisprudenz,UR,4,Uri,36433,2009,NA,0
Jurisprudenz,SZ,5,Schwyz,159165,2009,NA,0
Jurisprudenz,OW,6,Obwalden,37841,2009,NA,0.5
Jurisprudenz,GL,8,Glarus,40403,2009,NA,0
Jurisprudenz,ZG,9,Zug,126837,2009,NA,0
Jurisprudenz,FR,10,Freiburg,318714,2009,NA,1
Jurisprudenz,SO,11,Solothurn,273194,2009,NA,12
Jurisprudenz,BL,13,Basel-Landschaft,288132,2009,NA,76
Jurisprudenz,SH,14,Schaffhausen,81991,2009,NA,0
Jurisprudenz,AI,16,Appenzell Innerrhoden,16145,2009,NA,0
Jurisprudenz,SG,17,St. Gallen,507697,2009,NA,6
Jurisprudenz,GR,18,Graubünden,198379,2009,NA,1
Jurisprudenz,AG,19,Aargau,677387,2009,NA,22
Jurisprudenz,TG,20,Thurgau,276472,2009,NA,3
Jurisprudenz,TI,21,Tessin,353343,2009,NA,1
Jurisprudenz,VD,22,Waadt,799145,2009,NA,1
Jurisprudenz,VS,23,Wallis,343955,2009,NA,0
Jurisprudenz,NE,24,Neuenburg,176850,2009,NA,0
Jurisprudenz,GE,25,Genf,499480,2009,NA,1
Jurisprudenz,JU,26,Jura,73419,2009,NA,0
Medizin,BS,12,Basel-Stadt,194766,2009,NA,30
Medizin,ZH,1,Zürich,1520968,2009,NA,17
Medizin,BE,2,Bern,1034977,2009,NA,16
Medizin,LU,3,Luzern,409557,2009,NA,26
Medizin,UR,4,Uri,36433,2009,NA,0
Medizin,SZ,5,Schwyz,159165,2009,NA,5
Medizin,OW,6,Obwalden,37841,2009,NA,4
Medizin,GL,8,Glarus,40403,2009,NA,0
Medizin,ZG,9,Zug,126837,2009,NA,3
Medizin,FR,10,Freiburg,318714,2009,NA,3
Medizin,SO,11,Solothurn,273194,2009,NA,27
Medizin,BL,13,Basel-Landschaft,288132,2009,NA,48
Medizin,SH,14,Schaffhausen,81991,2009,NA,3
Medizin,AI,16,Appenzell Innerrhoden,16145,2009,NA,3.5
Medizin,SG,17,St. Gallen,507697,2009,NA,26
Medizin,GR,18,Graubünden,198379,2009,NA,7
Medizin,AG,19,Aargau,677387,2009,NA,31
Medizin,TG,20,Thurgau,276472,2009,NA,4
Medizin,TI,21,Tessin,353343,2009,NA,2
Medizin,VD,22,Waadt,799145,2009,NA,0
Medizin,VS,23,Wallis,343955,2009,NA,3
Medizin,NE,24,Neuenburg,176850,2009,NA,0
Medizin,GE,25,Genf,499480,2009,NA,0
Medizin,JU,26,Jura,73419,2009,NA,3
Philosophie I,BS,12,Basel-Stadt,194766,2009,NA,93
Philosophie I,ZH,1,Zürich,1520968,2009,NA,14
Philosophie I,BE,2,Bern,1034977,2009,NA,26
Philosophie I,LU,3,Luzern,409557,2009,NA,29
Philosophie I,UR,4,Uri,36433,2009,NA,4
Philosophie I,SZ,5,Schwyz,159165,2009,NA,2
Philosophie I,OW,6,Obwalden,37841,2009,NA,3
Philosophie I,GL,8,Glarus,40403,2009,NA,0
Philosophie I,ZG,9,Zug,126837,2009,NA,3
Philosophie I,FR,10,Freiburg,318714,2009,NA,3
Philosophie I,SO,11,Solothurn,273194,2009,NA,41
Philosophie I,BL,13,Basel-Landschaft,288132,2009,NA,90
Philosophie I,SH,14,Schaffhausen,81991,2009,NA,6
Philosophie I,AI,16,Appenzell Innerrhoden,16145,2009,NA,3.5
Philosophie I,SG,17,St. Gallen,507697,2009,NA,15
Philosophie I,GR,18,Graubünden,198379,2009,NA,9
Philosophie I,AG,19,Aargau,677387,2009,NA,43
Philosophie I,TG,20,Thurgau,276472,2009,NA,6
Philosophie I,TI,21,Tessin,353343,2009,NA,3
Philosophie I,VD,22,Waadt,799145,2009,NA,0
Philosophie I,VS,23,Wallis,343955,2009,NA,8
Philosophie I,NE,24,Neuenburg,176850,2009,NA,0
Philosophie I,GE,25,Genf,499480,2009,NA,1
Philosophie I,JU,26,Jura,73419,2009,NA,4
Psychologie,BS,12,Basel-Stadt,194766,2009,NA,40
Psychologie,ZH,1,Zürich,1520968,2009,NA,6
Psychologie,BE,2,Bern,1034977,2009,NA,3
Psychologie,LU,3,Luzern,409557,2009,NA,7
Psychologie,UR,4,Uri,36433,2009,NA,0
Psychologie,SZ,5,Schwyz,159165,2009,NA,1
Psychologie,OW,6,Obwalden,37841,2009,NA,0
Psychologie,GL,8,Glarus,40403,2009,NA,0
Psychologie,ZG,9,Zug,126837,2009,NA,0
Psychologie,FR,10,Freiburg,318714,2009,NA,0
Psychologie,SO,11,Solothurn,273194,2009,NA,8
Psychologie,BL,13,Basel-Landschaft,288132,2009,NA,38
Psychologie,SH,14,Schaffhausen,81991,2009,NA,0
Psychologie,AI,16,Appenzell Innerrhoden,16145,2009,NA,3
Psychologie,SG,17,St. Gallen,507697,2009,NA,3
Psychologie,GR,18,Graubünden,198379,2009,NA,2
Psychologie,AG,19,Aargau,677387,2009,NA,18
Psychologie,TG,20,Thurgau,276472,2009,NA,0
Psychologie,TI,21,Tessin,353343,2009,NA,1
Psychologie,VD,22,Waadt,799145,2009,NA,0
Psychologie,VS,23,Wallis,343955,2009,NA,0
Psychologie,NE,24,Neuenburg,176850,2009,NA,0
Psychologie,GE,25,Genf,499480,2009,NA,0
Psychologie,JU,26,Jura,73419,2009,NA,0
Wirtschaftswissenschaften,BS,12,Basel-Stadt,194766,2009,NA,52
Wirtschaftswissenschaften,ZH,1,Zürich,1520968,2009,NA,1
Wirtschaftswissenschaften,BE,2,Bern,1034977,2009,NA,6
Wirtschaftswissenschaften,LU,3,Luzern,409557,2009,NA,3
Wirtschaftswissenschaften,UR,4,Uri,36433,2009,NA,2
Wirtschaftswissenschaften,SZ,5,Schwyz,159165,2009,NA,0
Wirtschaftswissenschaften,OW,6,Obwalden,37841,2009,NA,0
Wirtschaftswissenschaften,GL,8,Glarus,40403,2009,NA,0
Wirtschaftswissenschaften,ZG,9,Zug,126837,2009,NA,0
Wirtschaftswissenschaften,FR,10,Freiburg,318714,2009,NA,2
Wirtschaftswissenschaften,SO,11,Solothurn,273194,2009,NA,16
Wirtschaftswissenschaften,BL,13,Basel-Landschaft,288132,2009,NA,73
Wirtschaftswissenschaften,SH,14,Schaffhausen,81991,2009,NA,2
Wirtschaftswissenschaften,AI,16,Appenzell Innerrhoden,16145,2009,NA,0
Wirtschaftswissenschaften,SG,17,St. Gallen,507697,2009,NA,2
Wirtschaftswissenschaften,GR,18,Graubünden,198379,2009,NA,0
Wirtschaftswissenschaften,AG,19,Aargau,677387,2009,NA,25
Wirtschaftswissenschaften,TG,20,Thurgau,276472,2009,NA,0
Wirtschaftswissenschaften,TI,21,Tessin,353343,2009,NA,2
Wirtschaftswissenschaften,VD,22,Waadt,799145,2009,NA,0
Wirtschaftswissenschaften,VS,23,Wallis,343955,2009,NA,0
Wirtschaftswissenschaften,NE,24,Neuenburg,176850,2009,NA,0
Wirtschaftswissenschaften,GE,25,Genf,499480,2009,NA,2
Wirtschaftswissenschaften,JU,26,Jura,73419,2009,NA,1
Philosophie II,BS,12,Basel-Stadt,194766,2009,NA,63
Philosophie II,ZH,1,Zürich,1520968,2009,NA,9
Philosophie II,BE,2,Bern,1034977,2009,NA,37
Philosophie II,LU,3,Luzern,409557,2009,NA,26
Philosophie II,UR,4,Uri,36433,2009,NA,0
Philosophie II,SZ,5,Schwyz,159165,2009,NA,2
Philosophie II,OW,6,Obwalden,37841,2009,NA,2.5
Philosophie II,GL,8,Glarus,40403,2009,NA,0
Philosophie II,ZG,9,Zug,126837,2009,NA,0
Philosophie II,FR,10,Freiburg,318714,2009,NA,5
Philosophie II,SO,11,Solothurn,273194,2009,NA,24
Philosophie II,BL,13,Basel-Landschaft,288132,2009,NA,91
Philosophie II,SH,14,Schaffhausen,81991,2009,NA,1
Philosophie II,AI,16,Appenzell Innerrhoden,16145,2009,NA,3.5
Philosophie II,SG,17,St. Gallen,507697,2009,NA,15
Philosophie II,GR,18,Graubünden,198379,2009,NA,9
Philosophie II,AG,19,Aargau,677387,2009,NA,33
Philosophie II,TG,20,Thurgau,276472,2009,NA,5
Philosophie II,TI,21,Tessin,353343,2009,NA,8
Philosophie II,VD,22,Waadt,799145,2009,NA,2
Philosophie II,VS,23,Wallis,343955,2009,NA,5
Philosophie II,NE,24,Neuenburg,176850,2009,NA,3
Philosophie II,GE,25,Genf,499480,2009,NA,2
Philosophie II,JU,26,Jura,73419,2009,NA,5
Lehrerausbildung,BS,12,Basel-Stadt,194766,2009,NA,0
Lehrerausbildung,ZH,1,Zürich,1520968,2009,NA,0
Lehrerausbildung,BE,2,Bern,1034977,2009,NA,0
Lehrerausbildung,LU,3,Luzern,409557,2009,NA,0
Lehrerausbildung,UR,4,Uri,36433,2009,NA,0
Lehrerausbildung,SZ,5,Schwyz,159165,2009,NA,0
Lehrerausbildung,OW,6,Obwalden,37841,2009,NA,0
Lehrerausbildung,GL,8,Glarus,40403,2009,NA,0
Lehrerausbildung,ZG,9,Zug,126837,2009,NA,0
Lehrerausbildung,FR,10,Freiburg,318714,2009,NA,0
Lehrerausbildung,SO,11,Solothurn,273194,2009,NA,0
Lehrerausbildung,BL,13,Basel-Landschaft,288132,2009,NA,0
Lehrerausbildung,SH,14,Schaffhausen,81991,2009,NA,0
Lehrerausbildung,AI,16,Appenzell Innerrhoden,16145,2009,NA,0
Lehrerausbildung,SG,17,St. Gallen,507697,2009,NA,0
Lehrerausbildung,GR,18,Graubünden,198379,2009,NA,0
Lehrerausbildung,AG,19,Aargau,677387,2009,NA,0
Lehrerausbildung,TG,20,Thurgau,276472,2009,NA,0
Lehrerausbildung,TI,21,Tessin,353343,2009,NA,0
Lehrerausbildung,VD,22,Waadt,799145,2009,NA,0
Lehrerausbildung,VS,23,Wallis,343955,2009,NA,0
Lehrerausbildung,NE,24,Neuenburg,176850,2009,NA,0
Lehrerausbildung,GE,25,Genf,499480,2009,NA,0
Lehrerausbildung,JU,26,Jura,73419,2009,NA,0
Theologie,NW,7,Nidwalden,43223,2009,NA,0
Jurisprudenz,NW,7,Nidwalden,43223,2009,NA,0.5
Medizin,NW,7,Nidwalden,43223,2009,NA,4
Philosophie I,NW,7,Nidwalden,43223,2009,NA,3
Psychologie,NW,7,Nidwalden,43223,2009,NA,0
Wirtschaftswissenschaften,NW,7,Nidwalden,43223,2009,NA,0
Philosophie II,NW,7,Nidwalden,43223,2009,NA,2.5
Lehrerausbildung,NW,7,Nidwalden,43223,2009,NA,0
Theologie,AR,15,Appenzell Ausserrhoden,55234,2009,NA,0
Jurisprudenz,AR,15,Appenzell Ausserrhoden,55234,2009,NA,0
Medizin,AR,15,Appenzell Ausserrhoden,55234,2009,NA,3.5
Philosophie I,AR,15,Appenzell Ausserrhoden,55234,2009,NA,3.5
Psychologie,AR,15,Appenzell Ausserrhoden,55234,2009,NA,3
Wirtschaftswissenschaften,AR,15,Appenzell Ausserrhoden,55234,2009,NA,0
Philosophie II,AR,15,Appenzell Ausserrhoden,55234,2009,NA,3.5
Lehrerausbildung,AR,15,Appenzell Ausserrhoden,55234,2009,NA,0
Theologie,BS,12,Basel-Stadt,194766,2010,NA,0
Theologie,ZH,1,Zürich,1520968,2010,NA,0
Theologie,BE,2,Bern,1034977,2010,NA,1
Theologie,LU,3,Luzern,409557,2010,NA,0
Theologie,UR,4,Uri,36433,2010,NA,0
Theologie,SZ,5,Schwyz,159165,2010,NA,0
Theologie,OW,6,Obwalden,37841,2010,NA,0
Theologie,GL,8,Glarus,40403,2010,NA,0
Theologie,ZG,9,Zug,126837,2010,NA,0
Theologie,FR,10,Freiburg,318714,2010,NA,0
Theologie,SO,11,Solothurn,273194,2010,NA,2
Theologie,BL,13,Basel-Landschaft,288132,2010,NA,1
Theologie,SH,14,Schaffhausen,81991,2010,NA,0
Theologie,AI,16,Appenzell Innerrhoden,16145,2010,NA,0
Theologie,SG,17,St. Gallen,507697,2010,NA,0
Theologie,GR,18,Graubünden,198379,2010,NA,0
Theologie,AG,19,Aargau,677387,2010,NA,0
Theologie,TG,20,Thurgau,276472,2010,NA,0
Theologie,TI,21,Tessin,353343,2010,NA,0
Theologie,VD,22,Waadt,799145,2010,NA,0
Theologie,VS,23,Wallis,343955,2010,NA,0
Theologie,NE,24,Neuenburg,176850,2010,NA,0
Theologie,GE,25,Genf,499480,2010,NA,0
Theologie,JU,26,Jura,73419,2010,NA,0
Jurisprudenz,BS,12,Basel-Stadt,194766,2010,NA,3
Jurisprudenz,ZH,1,Zürich,1520968,2010,NA,0
Jurisprudenz,BE,2,Bern,1034977,2010,NA,0
Jurisprudenz,LU,3,Luzern,409557,2010,NA,1
Jurisprudenz,UR,4,Uri,36433,2010,NA,0
Jurisprudenz,SZ,5,Schwyz,159165,2010,NA,0
Jurisprudenz,OW,6,Obwalden,37841,2010,NA,0
Jurisprudenz,GL,8,Glarus,40403,2010,NA,0
Jurisprudenz,ZG,9,Zug,126837,2010,NA,0
Jurisprudenz,FR,10,Freiburg,318714,2010,NA,0
Jurisprudenz,SO,11,Solothurn,273194,2010,NA,0
Jurisprudenz,BL,13,Basel-Landschaft,288132,2010,NA,8
Jurisprudenz,SH,14,Schaffhausen,81991,2010,NA,0
Jurisprudenz,AI,16,Appenzell Innerrhoden,16145,2010,NA,0
Jurisprudenz,SG,17,St. Gallen,507697,2010,NA,0
Jurisprudenz,GR,18,Graubünden,198379,2010,NA,0
Jurisprudenz,AG,19,Aargau,677387,2010,NA,3
Jurisprudenz,TG,20,Thurgau,276472,2010,NA,0
Jurisprudenz,TI,21,Tessin,353343,2010,NA,0
Jurisprudenz,VD,22,Waadt,799145,2010,NA,0
Jurisprudenz,VS,23,Wallis,343955,2010,NA,0
Jurisprudenz,NE,24,Neuenburg,176850,2010,NA,0
Jurisprudenz,GE,25,Genf,499480,2010,NA,0
Jurisprudenz,JU,26,Jura,73419,2010,NA,0
Medizin,BS,12,Basel-Stadt,194766,2010,NA,8
Medizin,ZH,1,Zürich,1520968,2010,NA,3
Medizin,BE,2,Bern,1034977,2010,NA,3
Medizin,LU,3,Luzern,409557,2010,NA,2
Medizin,UR,4,Uri,36433,2010,NA,0
Medizin,SZ,5,Schwyz,159165,2010,NA,0
Medizin,OW,6,Obwalden,37841,2010,NA,0
Medizin,GL,8,Glarus,40403,2010,NA,0
Medizin,ZG,9,Zug,126837,2010,NA,1
Medizin,FR,10,Freiburg,318714,2010,NA,0
Medizin,SO,11,Solothurn,273194,2010,NA,0
Medizin,BL,13,Basel-Landschaft,288132,2010,NA,5
Medizin,SH,14,Schaffhausen,81991,2010,NA,0
Medizin,AI,16,Appenzell Innerrhoden,16145,2010,NA,0.5
Medizin,SG,17,St. Gallen,507697,2010,NA,2
Medizin,GR,18,Graubünden,198379,2010,NA,0
Medizin,AG,19,Aargau,677387,2010,NA,7
Medizin,TG,20,Thurgau,276472,2010,NA,2
Medizin,TI,21,Tessin,353343,2010,NA,1
Medizin,VD,22,Waadt,799145,2010,NA,0
Medizin,VS,23,Wallis,343955,2010,NA,0
Medizin,NE,24,Neuenburg,176850,2010,NA,1
Medizin,GE,25,Genf,499480,2010,NA,0
Medizin,JU,26,Jura,73419,2010,NA,0
Philosophie I,BS,12,Basel-Stadt,194766,2010,NA,5
Philosophie I,ZH,1,Zürich,1520968,2010,NA,2
Philosophie I,BE,2,Bern,1034977,2010,NA,8
Philosophie I,LU,3,Luzern,409557,2010,NA,4
Philosophie I,UR,4,Uri,36433,2010,NA,0
Philosophie I,SZ,5,Schwyz,159165,2010,NA,4
Philosophie I,OW,6,Obwalden,37841,2010,NA,0
Philosophie I,GL,8,Glarus,40403,2010,NA,0
Philosophie I,ZG,9,Zug,126837,2010,NA,2
Philosophie I,FR,10,Freiburg,318714,2010,NA,2
Philosophie I,SO,11,Solothurn,273194,2010,NA,4
Philosophie I,BL,13,Basel-Landschaft,288132,2010,NA,15
Philosophie I,SH,14,Schaffhausen,81991,2010,NA,0
Philosophie I,AI,16,Appenzell Innerrhoden,16145,2010,NA,0
Philosophie I,SG,17,St. Gallen,507697,2010,NA,4
Philosophie I,GR,18,Graubünden,198379,2010,NA,1
Philosophie I,AG,19,Aargau,677387,2010,NA,6
Philosophie I,TG,20,Thurgau,276472,2010,NA,1
Philosophie I,TI,21,Tessin,353343,2010,NA,0
