id,film,zustand,tomatometer
38,F8,nuechtern,31
38,F9,nuechtern,44
38,F10,nuechtern,46
38,F11,nuechtern,28
38,F12,nuechtern,38
38,F13,nuechtern,33
38,F14,nuechtern,24
38,F15,nuechtern,25
38,F1,betrunken,62
38,F2,betrunken,59
38,F3,betrunken,50
38,F4,betrunken,55
38,F5,betrunken,60
38,F6,betrunken,60
38,F7,betrunken,52
38,F8,betrunken,67
38,F9,betrunken,62
38,F10,betrunken,48
38,F11,betrunken,66
38,F12,betrunken,70
38,F13,betrunken,55
38,F14,betrunken,57
38,F15,betrunken,60
39,F1,nuechtern,31
39,F2,nuechtern,31
39,F3,nuechtern,17
39,F4,nuechtern,5
39,F5,nuechtern,32
39,F6,nuechtern,22
39,F7,nuechtern,35
39,F8,nuechtern,35
39,F9,nuechtern,28
39,F10,nuechtern,36
39,F11,nuechtern,11
39,F12,nuechtern,19
39,F13,nuechtern,24
39,F14,nuechtern,28
39,F15,nuechtern,24
39,F1,betrunken,48
39,F2,betrunken,34
39,F3,betrunken,34
39,F4,betrunken,36
39,F5,betrunken,55
39,F6,betrunken,50
39,F7,betrunken,55
39,F8,betrunken,40
39,F9,betrunken,41
39,F10,betrunken,57
39,F11,betrunken,48
39,F12,betrunken,67
39,F13,betrunken,53
39,F14,betrunken,62
39,F15,betrunken,35
40,F1,nuechtern,49
40,F2,nuechtern,17
40,F3,nuechtern,14
40,F4,nuechtern,17
40,F5,nuechtern,43
40,F6,nuechtern,37
40,F7,nuechtern,40
40,F8,nuechtern,43
40,F9,nuechtern,26
40,F10,nuechtern,35
40,F11,nuechtern,33
40,F12,nuechtern,28
40,F13,nuechtern,16
40,F14,nuechtern,16
40,F15,nuechtern,32
40,F1,betrunken,46
40,F2,betrunken,24
40,F3,betrunken,37
40,F4,betrunken,46
40,F5,betrunken,65
40,F6,betrunken,40
40,F7,betrunken,43
40,F8,betrunken,58
40,F9,betrunken,47
40,F10,betrunken,45
40,F11,betrunken,41
40,F12,betrunken,58
40,F13,betrunken,67
40,F14,betrunken,57
40,F15,betrunken,41
41,F1,nuechtern,39
41,F2,nuechtern,25
41,F3,nuechtern,22
41,F4,nuechtern,33
41,F5,nuechtern,34
41,F6,nuechtern,55
41,F7,nuechtern,36
41,F8,nuechtern,55
41,F9,nuechtern,31
41,F10,nuechtern,29
41,F11,nuechtern,36
41,F12,nuechtern,40
41,F13,nuechtern,29
41,F14,nuechtern,40
41,F15,nuechtern,40
41,F1,betrunken,56
41,F2,betrunken,57
41,F3,betrunken,47
41,F4,betrunken,48
41,F5,betrunken,76
41,F6,betrunken,63
41,F7,betrunken,65
41,F8,betrunken,79
41,F9,betrunken,54
41,F10,betrunken,44
41,F11,betrunken,54
41,F12,betrunken,50
41,F13,betrunken,69
41,F14,betrunken,68
41,F15,betrunken,53
42,F1,nuechtern,20
42,F2,nuechtern,20
42,F3,nuechtern,16
42,F4,nuechtern,30
42,F5,nuechtern,13
42,F6,nuechtern,27
42,F7,nuechtern,25
42,F8,nuechtern,43
42,F9,nuechtern,15
42,F10,nuechtern,15
42,F12,nuechtern,14
42,F13,nuechtern,14
42,F14,nuechtern,27
42,F15,nuechtern,17
42,F1,betrunken,45
42,F2,betrunken,33
42,F3,betrunken,26
42,F4,betrunken,30
42,F5,betrunken,52
42,F6,betrunken,38
42,F7,betrunken,32
42,F8,betrunken,56
42,F9,betrunken,48
42,F10,betrunken,47
42,F11,betrunken,36
42,F12,betrunken,55
42,F13,betrunken,46
42,F14,betrunken,40
42,F15,betrunken,44
43,F1,nuechtern,44
43,F2,nuechtern,28
43,F3,nuechtern,23
43,F4,nuechtern,49
43,F5,nuechtern,38
43,F6,nuechtern,48
43,F7,nuechtern,26
43,F8,nuechtern,41
43,F9,nuechtern,41
43,F10,nuechtern,37
43,F11,nuechtern,26
43,F12,nuechtern,34
43,F13,nuechtern,27
43,F14,nuechtern,44
43,F15,nuechtern,22
43,F1,betrunken,60
43,F2,betrunken,55
43,F3,betrunken,36
43,F4,betrunken,45
43,F5,betrunken,78
43,F6,betrunken,67
43,F7,betrunken,42
43,F8,betrunken,72
43,F9,betrunken,58
43,F10,betrunken,72
43,F11,betrunken,67
43,F12,betrunken,57
43,F13,betrunken,73
43,F14,betrunken,77
43,F15,betrunken,56
44,F1,nuechtern,26
44,F2,nuechtern,21
44,F3,nuechtern,3
44,F4,nuechtern,32
44,F5,nuechtern,28
44,F6,nuechtern,26
44,F7,nuechtern,22
44,F8,nuechtern,50
44,F9,nuechtern,32
44,F10,nuechtern,27
44,F11,nuechtern,28
44,F12,nuechtern,21
44,F13,nuechtern,17
44,F14,nuechtern,31
44,F15,nuechtern,13
44,F1,betrunken,66
44,F2,betrunken,49
44,F3,betrunken,30
44,F4,betrunken,38
44,F5,betrunken,64
44,F6,betrunken,62
44,F7,betrunken,63
44,F8,betrunken,66
44,F9,betrunken,66
44,F10,betrunken,43
44,F11,betrunken,51
44,F12,betrunken,45
44,F13,betrunken,66
44,F14,betrunken,53
44,F15,betrunken,54
45,F1,nuechtern,36
45,F2,nuechtern,17
45,F3,nuechtern,17
45,F4,nuechtern,24
45,F5,nuechtern,32
45,F6,nuechtern,16
45,F7,nuechtern,28
45,F8,nuechtern,35
45,F9,nuechtern,30
45,F10,nuechtern,26
45,F11,nuechtern,19
45,F12,nuechtern,23
45,F13,nuechtern,26
45,F14,nuechtern,37
45,F15,nuechtern,29
45,F1,betrunken,50
45,F2,betrunken,48
45,F3,betrunken,12
45,F4,betrunken,35
45,F5,betrunken,55
45,F6,betrunken,57
45,F7,betrunken,48
45,F8,betrunken,52
45,F9,betrunken,56
45,F10,betrunken,28
45,F11,betrunken,44
45,F12,betrunken,50
45,F13,betrunken,51
45,F14,betrunken,56
45,F15,betrunken,44
46,F1,nuechtern,38
46,F2,nuechtern,33
46,F3,nuechtern,30
46,F4,nuechtern,40
46,F5,nuechtern,38
46,F6,nuechtern,39
46,F7,nuechtern,23
46,F8,nuechtern,41
46,F9,nuechtern,37
46,F10,nuechtern,40
46,F11,nuechtern,29
46,F12,nuechtern,27
46,F13,nuechtern,30
46,F14,nuechtern,31
46,F15,nuechtern,33
46,F1,betrunken,77
46,F2,betrunken,61
46,F3,betrunken,72
46,F4,betrunken,86
46,F5,betrunken,82
46,F6,betrunken,76
46,F7,betrunken,67
46,F8,betrunken,89
46,F9,betrunken,86
46,F10,betrunken,78
46,F11,betrunken,69
46,F12,betrunken,88
46,F13,betrunken,81
46,F14,betrunken,69
46,F15,betrunken,59
47,F1,nuechtern,26
47,F2,nuechtern,23
47,F3,nuechtern,16
47,F4,nuechtern,28
47,F5,nuechtern,28
47,F6,nuechtern,29
47,F7,nuechtern,22
47,F8,nuechtern,25
47,F9,nuechtern,30
47,F10,nuechtern,28
47,F11,nuechtern,30
47,F12,nuechtern,27
47,F13,nuechtern,19
47,F14,nuechtern,17
47,F15,nuechtern,32
47,F1,betrunken,67
47,F2,betrunken,53
47,F3,betrunken,30
47,F4,betrunken,50
47,F5,betrunken,64
47,F6,betrunken,53
47,F7,betrunken,45
47,F8,betrunken,54
47,F9,betrunken,60
47,F10,betrunken,54
47,F11,betrunken,66
47,F12,betrunken,57
47,F13,betrunken,61
47,F14,betrunken,64
47,F15,betrunken,56
48,F1,nuechtern,36
48,F2,nuechtern,18
48,F3,nuechtern,24
48,F4,nuechtern,25
48,F5,nuechtern,35
48,F6,nuechtern,33
48,F7,nuechtern,31
48,F8,nuechtern,23
48,F9,nuechtern,27
48,F10,nuechtern,25
48,F11,nuechtern,19
48,F12,nuechtern,19
48,F13,nuechtern,37
48,F14,nuechtern,37
48,F15,nuechtern,23
48,F1,betrunken,75
48,F2,betrunken,50
48,F3,betrunken,46
48,F4,betrunken,54
48,F5,betrunken,62
48,F6,betrunken,59
48,F7,betrunken,64
48,F8,betrunken,68
48,F9,betrunken,60
48,F10,betrunken,47
48,F11,betrunken,61
48,F12,betrunken,63
48,F13,betrunken,78
48,F14,betrunken,72
48,F15,betrunken,61
49,F1,nuechtern,28
49,F2,nuechtern,24
49,F3,nuechtern,1
49,F4,nuechtern,25
49,F5,nuechtern,45
49,F6,nuechtern,37
49,F7,nuechtern,33
49,F8,nuechtern,40
49,F9,nuechtern,35
49,F10,nuechtern,33
49,F11,nuechtern,23
49,F12,nuechtern,31
49,F13,nuechtern,29
49,F14,nuechtern,30
49,F15,nuechtern,36
49,F1,betrunken,55
49,F2,betrunken,36
49,F3,betrunken,34
49,F4,betrunken,60
49,F5,betrunken,63
49,F6,betrunken,52
49,F7,betrunken,56
49,F8,betrunken,63
49,F9,betrunken,55
49,F10,betrunken,64
49,F11,betrunken,45
49,F12,betrunken,59
49,F13,betrunken,66
49,F14,betrunken,67
49,F15,betrunken,61
50,F1,nuechtern,33
50,F2,nuechtern,30
50,F3,nuechtern,3
50,F4,nuechtern,33
50,F5,nuechtern,25
50,F6,nuechtern,42
50,F7,nuechtern,30
50,F8,nuechtern,42
50,F9,nuechtern,35
50,F10,nuechtern,27
50,F11,nuechtern,26
50,F12,nuechtern,29
50,F13,nuechtern,34
50,F14,nuechtern,29
50,F15,nuechtern,12
50,F1,betrunken,46
50,F2,betrunken,54
50,F3,betrunken,24
50,F4,betrunken,31
50,F5,betrunken,49
50,F6,betrunken,53
50,F7,betrunken,54
50,F8,betrunken,51
50,F9,betrunken,64
50,F10,betrunken,38
50,F11,betrunken,41
50,F12,betrunken,59
50,F13,betrunken,51
50,F14,betrunken,40
50,F15,betrunken,37
51,F1,nuechtern,26
51,F2,nuechtern,15
51,F3,nuechtern,25
51,F4,nuechtern,31
51,F5,nuechtern,22
51,F6,nuechtern,34
51,F7,nuechtern,24
51,F8,nuechtern,30
51,F9,nuechtern,28
51,F10,nuechtern,25
51,F11,nuechtern,21
51,F12,nuechtern,18
51,F13,nuechtern,20
51,F14,nuechtern,28
51,F15,nuechtern,20
51,F1,betrunken,42
51,F2,betrunken,33
51,F3,betrunken,25
51,F4,betrunken,28
51,F5,betrunken,40
51,F6,betrunken,45
51,F7,betrunken,54
51,F8,betrunken,40
51,F9,betrunken,50
51,F10,betrunken,47
51,F11,betrunken,32
51,F12,betrunken,39
51,F13,betrunken,26
51,F14,betrunken,37
51,F15,betrunken,48
52,F1,nuechtern,35
52,F2,nuechtern,25
52,F3,nuechtern,14
52,F4,nuechtern,33
52,F5,nuechtern,31
52,F6,nuechtern,42
52,F7,nuechtern,26
52,F8,nuechtern,41
52,F9,nuechtern,30
52,F10,nuechtern,32
52,F11,nuechtern,29
52,F12,nuechtern,30
52,F13,nuechtern,21
52,F14,nuechtern,30
52,F15,nuechtern,15
52,F1,betrunken,47
52,F2,betrunken,40
52,F3,betrunken,22
52,F4,betrunken,47
52,F5,betrunken,51
52,F6,betrunken,45
52,F7,betrunken,44
52,F8,betrunken,65
52,F9,betrunken,53
52,F10,betrunken,63
52,F11,betrunken,53
52,F12,betrunken,50
52,F13,betrunken,53
52,F14,betrunken,57
52,F15,betrunken,46
53,F1,nuechtern,30
53,F2,nuechtern,41
53,F3,nuechtern,13
53,F4,nuechtern,37
53,F5,nuechtern,37
53,F6,nuechtern,38
53,F7,nuechtern,17
53,F8,nuechtern,34
53,F9,nuechtern,45
53,F10,nuechtern,42
53,F11,nuechtern,23
53,F12,nuechtern,19
53,F13,nuechtern,27
53,F14,nuechtern,21
53,F15,nuechtern,33
53,F1,betrunken,62
53,F2,betrunken,44
53,F3,betrunken,42
53,F4,betrunken,25
53,F5,betrunken,61
53,F6,betrunken,56
53,F7,betrunken,58
53,F8,betrunken,48
53,F9,betrunken,57
53,F10,betrunken,57
53,F11,betrunken,71
53,F12,betrunken,67
53,F13,betrunken,63
53,F14,betrunken,65
53,F15,betrunken,46
54,F1,nuechtern,31
54,F2,nuechtern,23
54,F3,nuechtern,10
54,F4,nuechtern,41
54,F5,nuechtern,37
54,F6,nuechtern,20
54,F7,nuechtern,24
54,F8,nuechtern,27
54,F9,nuechtern,29
54,F10,nuechtern,29
54,F11,nuechtern,6
54,F12,nuechtern,26
54,F13,nuechtern,14
54,F14,nuechtern,35
54,F15,nuechtern,22
54,F1,betrunken,58
54,F2,betrunken,53
54,F3,betrunken,26
54,F4,betrunken,42
54,F5,betrunken,56
54,F6,betrunken,54
54,F7,betrunken,49
54,F8,betrunken,71
54,F9,betrunken,45
54,F10,betrunken,69
54,F11,betrunken,43
54,F12,betrunken,64
54,F13,betrunken,61
54,F14,betrunken,53
54,F15,betrunken,44
55,F1,nuechtern,21
55,F2,nuechtern,18
55,F3,nuechtern,10
55,F4,nuechtern,30
55,F5,nuechtern,36
55,F6,nuechtern,40
55,F7,nuechtern,33
55,F8,nuechtern,41
55,F9,nuechtern,17
55,F10,nuechtern,22
55,F11,nuechtern,6
55,F12,nuechtern,31
55,F13,nuechtern,16
55,F14,nuechtern,34
55,F15,nuechtern,19
55,F1,betrunken,62
55,F2,betrunken,35
55,F3,betrunken,38
55,F4,betrunken,41
55,F5,betrunken,54
55,F6,betrunken,62
55,F7,betrunken,51
55,F8,betrunken,54
55,F9,betrunken,58
55,F10,betrunken,48
55,F11,betrunken,48
55,F12,betrunken,55
55,F13,betrunken,64
55,F14,betrunken,56
55,F15,betrunken,43
56,F1,nuechtern,41
56,F2,nuechtern,30
56,F3,nuechtern,15
56,F4,nuechtern,35
56,F5,nuechtern,27
56,F6,nuechtern,36
56,F7,nuechtern,30
56,F8,nuechtern,39
56,F9,nuechtern,32
56,F10,nuechtern,45
56,F11,nuechtern,19
56,F12,nuechtern,34
56,F13,nuechtern,26
56,F14,nuechtern,45
56,F15,nuechtern,30
56,F1,betrunken,72
56,F2,betrunken,54
56,F3,betrunken,42
56,F4,betrunken,51
56,F5,betrunken,71
56,F6,betrunken,53
56,F7,betrunken,58
56,F8,betrunken,88
56,F9,betrunken,74
56,F10,betrunken,53
56,F11,betrunken,57
56,F12,betrunken,71
56,F13,betrunken,63
56,F14,betrunken,69
56,F15,betrunken,58
57,F1,nuechtern,35
57,F2,nuechtern,21
57,F3,nuechtern,5
57,F4,nuechtern,11
57,F5,nuechtern,28
57,F6,nuechtern,18
57,F7,nuechtern,26
57,F8,nuechtern,29
57,F9,nuechtern,14
57,F10,nuechtern,26
57,F11,nuechtern,17
57,F12,nuechtern,20
57,F13,nuechtern,15
57,F14,nuechtern,37
57,F15,nuechtern,28
57,F1,betrunken,60
57,F2,betrunken,35
57,F3,betrunken,37
57,F4,betrunken,43
57,F5,betrunken,82
57,F6,betrunken,65
57,F7,betrunken,60
57,F8,betrunken,58
57,F9,betrunken,57
57,F10,betrunken,62
57,F11,betrunken,50
57,F12,betrunken,64
57,F13,betrunken,72
57,F14,betrunken,62
57,F15,betrunken,42
58,F1,nuechtern,43
58,F2,nuechtern,22
58,F3,nuechtern,20
58,F4,nuechtern,30
58,F5,nuechtern,31
58,F6,nuechtern,33
58,F7,nuechtern,24
58,F8,nuechtern,39
58,F9,nuechtern,42
58,F10,nuechtern,30
58,F11,nuechtern,21
58,F12,nuechtern,24
58,F13,nuechtern,15
58,F14,nuechtern,27
58,F15,nuechtern,28
58,F1,betrunken,68
58,F2,betrunken,39
58,F3,betrunken,35
58,F4,betrunken,32
58,F5,betrunken,72
58,F6,betrunken,67
58,F7,betrunken,48
58,F8,betrunken,63
58,F9,betrunken,58
58,F10,betrunken,51
58,F11,betrunken,61
58,F12,betrunken,60
58,F13,betrunken,62
58,F14,betrunken,52
58,F15,betrunken,33
59,F1,nuechtern,51
59,F2,nuechtern,26
59,F3,nuechtern,11
59,F4,nuechtern,30
59,F5,nuechtern,37
59,F6,nuechtern,49
59,F7,nuechtern,42
59,F8,nuechtern,49
59,F9,nuechtern,38
59,F10,nuechtern,32
59,F11,nuechtern,40
59,F12,nuechtern,33
59,F13,nuechtern,21
59,F14,nuechtern,34
59,F15,nuechtern,39
59,F1,betrunken,75
59,F2,betrunken,73
59,F3,betrunken,58
59,F4,betrunken,55
59,F5,betrunken,81
59,F6,betrunken,63
59,F7,betrunken,69
59,F8,betrunken,86
59,F9,betrunken,78
59,F10,betrunken,67
59,F11,betrunken,80
59,F12,betrunken,74
59,F13,betrunken,91
59,F14,betrunken,88
59,F15,betrunken,52
60,F1,nuechtern,41
60,F2,nuechtern,31
60,F3,nuechtern,5
60,F4,nuechtern,15
60,F5,nuechtern,29
60,F6,nuechtern,37
60,F7,nuechtern,16
60,F8,nuechtern,41
60,F9,nuechtern,34
60,F10,nuechtern,20
60,F11,nuechtern,31
60,F12,nuechtern,28
60,F13,nuechtern,14
60,F14,nuechtern,19
60,F15,nuechtern,39
60,F1,betrunken,50
60,F2,betrunken,46
60,F3,betrunken,33
60,F4,betrunken,61
60,F5,betrunken,55
60,F6,betrunken,42
60,F7,betrunken,52
60,F8,betrunken,61
60,F9,betrunken,42
60,F10,betrunken,48
60,F11,betrunken,51
60,F12,betrunken,32
60,F13,betrunken,54
60,F14,betrunken,60
60,F15,betrunken,38
61,F1,nuechtern,32
61,F2,nuechtern,33
61,F3,nuechtern,9
61,F4,nuechtern,39
61,F5,nuechtern,26
61,F6,nuechtern,43
61,F7,nuechtern,48
61,F8,nuechtern,46
61,F9,nuechtern,34
61,F10,nuechtern,27
61,F11,nuechtern,25
61,F12,nuechtern,24
61,F13,nuechtern,31
61,F14,nuechtern,17
61,F15,nuechtern,30
61,F1,betrunken,76
61,F2,betrunken,62
61,F3,betrunken,54
61,F4,betrunken,45
61,F5,betrunken,74
61,F6,betrunken,70
61,F7,betrunken,68
61,F8,betrunken,85
61,F9,betrunken,55
61,F10,betrunken,51
61,F11,betrunken,63
61,F12,betrunken,70
61,F13,betrunken,75
61,F14,betrunken,77
61,F15,betrunken,43
62,F1,nuechtern,28
62,F2,nuechtern,17
62,F3,nuechtern,19
62,F4,nuechtern,10
62,F5,nuechtern,17
62,F6,nuechtern,45
62,F7,nuechtern,26
62,F8,nuechtern,26
62,F9,nuechtern,27
62,F10,nuechtern,34
62,F11,nuechtern,27
62,F12,nuechtern,29
62,F13,nuechtern,21
62,F14,nuechtern,33
62,F15,nuechtern,15
62,F1,betrunken,65
62,F2,betrunken,33
62,F3,betrunken,26
62,F4,betrunken,36
62,F5,betrunken,54
62,F6,betrunken,56
62,F7,betrunken,40
62,F8,betrunken,62
62,F9,betrunken,55
62,F10,betrunken,57
62,F11,betrunken,35
62,F12,betrunken,65
62,F13,betrunken,50
62,F14,betrunken,64
62,F15,betrunken,42
63,F1,nuechtern,55
63,F2,nuechtern,35
63,F3,nuechtern,24
63,F4,nuechtern,34
63,F5,nuechtern,46
63,F6,nuechtern,25
63,F7,nuechtern,43
63,F8,nuechtern,36
63,F9,nuechtern,34
63,F10,nuechtern,34
63,F11,nuechtern,40
63,F12,nuechtern,35
63,F13,nuechtern,36
63,F14,nuechtern,41
63,F15,nuechtern,40
63,F1,betrunken,64
63,F2,betrunken,50
63,F3,betrunken,62
63,F4,betrunken,54
63,F5,betrunken,74
63,F6,betrunken,63
63,F7,betrunken,73
63,F8,betrunken,75
63,F9,betrunken,68
63,F10,betrunken,73
63,F11,betrunken,61
63,F12,betrunken,75
63,F13,betrunken,69
63,F14,betrunken,68
63,F15,betrunken,70
64,F1,nuechtern,42
64,F2,nuechtern,35
64,F3,nuechtern,19
64,F4,nuechtern,37
64,F5,nuechtern,48
64,F6,nuechtern,44
64,F7,nuechtern,35
64,F8,nuechtern,44
64,F9,nuechtern,36
64,F10,nuechtern,37
64,F11,nuechtern,41
64,F12,nuechtern,38
64,F13,nuechtern,31
64,F14,nuechtern,39
64,F15,nuechtern,29
64,F1,betrunken,59
64,F2,betrunken,57
64,F3,betrunken,54
64,F4,betrunken,49
64,F5,betrunken,62
64,F6,betrunken,68
64,F7,betrunken,62
64,F8,betrunken,78
64,F9,betrunken,68
64,F10,betrunken,68
64,F11,betrunken,63
64,F12,betrunken,56
64,F13,betrunken,67
64,F14,betrunken,72
64,F15,betrunken,61
65,F1,nuechtern,28
65,F2,nuechtern,21
65,F3,nuechtern,25
65,F4,nuechtern,21
65,F5,nuechtern,28
65,F6,nuechtern,39
65,F7,nuechtern,29
65,F8,nuechtern,36
65,F9,nuechtern,43
65,F10,nuechtern,32
65,F11,nuechtern,8
65,F12,nuechtern,27
65,F13,nuechtern,17
65,F14,nuechtern,29
65,F15,nuechtern,38
65,F1,betrunken,63
65,F2,betrunken,36
65,F3,betrunken,34
65,F4,betrunken,30
65,F5,betrunken,44
65,F6,betrunken,41
65,F7,betrunken,45
65,F8,betrunken,56
65,F9,betrunken,51
65,F10,betrunken,46
65,F11,betrunken,48
65,F12,betrunken,52
65,F13,betrunken,52
65,F14,betrunken,73
65,F15,betrunken,44
66,F1,nuechtern,27
66,F2,nuechtern,5
66,F3,nuechtern,23
66,F4,nuechtern,17
66,F5,nuechtern,41
66,F6,nuechtern,32
66,F7,nuechtern,35
66,F8,nuechtern,42
66,F9,nuechtern,24
66,F10,nuechtern,40
66,F11,nuechtern,17
66,F12,nuechtern,35
66,F13,nuechtern,15
66,F14,nuechtern,29
66,F15,nuechtern,27
66,F1,betrunken,54
66,F2,betrunken,42
66,F3,betrunken,28
66,F4,betrunken,47
66,F5,betrunken,89
66,F6,betrunken,57
66,F7,betrunken,50
66,F8,betrunken,63
66,F9,betrunken,51
66,F10,betrunken,55
66,F11,betrunken,55
66,F12,betrunken,58
66,F13,betrunken,70
66,F14,betrunken,51
66,F15,betrunken,45
67,F1,nuechtern,31
67,F2,nuechtern,21
67,F3,nuechtern,2
67,F4,nuechtern,16
67,F5,nuechtern,33
67,F6,nuechtern,34
67,F7,nuechtern,34
67,F8,nuechtern,30
67,F9,nuechtern,42
67,F10,nuechtern,29
67,F11,nuechtern,20
67,F12,nuechtern,23
67,F13,nuechtern,22
67,F14,nuechtern,20
67,F15,nuechtern,23
67,F1,betrunken,60
67,F2,betrunken,50
67,F3,betrunken,43
67,F4,betrunken,38
67,F5,betrunken,53
67,F6,betrunken,47
67,F7,betrunken,55
67,F8,betrunken,54
67,F9,betrunken,60
67,F10,betrunken,46
67,F11,betrunken,53
67,F12,betrunken,43
67,F13,betrunken,53
67,F14,betrunken,55
67,F15,betrunken,35
68,F1,nuechtern,47
68,F2,nuechtern,20
68,F3,nuechtern,19
68,F4,nuechtern,31
68,F5,nuechtern,28
68,F6,nuechtern,35
68,F7,nuechtern,41
68,F8,nuechtern,38
68,F9,nuechtern,38
68,F10,nuechtern,50
68,F11,nuechtern,19
68,F12,nuechtern,23
68,F13,nuechtern,36
68,F14,nuechtern,35
68,F15,nuechtern,28
68,F1,betrunken,69
68,F2,betrunken,48
68,F3,betrunken,36
68,F4,betrunken,50
68,F5,betrunken,67
68,F6,betrunken,54
68,F7,betrunken,44
68,F8,betrunken,66
68,F9,betrunken,65
68,F10,betrunken,64
68,F11,betrunken,55
68,F12,betrunken,67
68,F13,betrunken,65
68,F14,betrunken,62
68,F15,betrunken,60
69,F1,nuechtern,23
69,F2,nuechtern,31
69,F3,nuechtern,25
69,F4,nuechtern,34
69,F5,nuechtern,40
69,F6,nuechtern,30
69,F7,nuechtern,48
69,F8,nuechtern,30
69,F9,nuechtern,19
69,F10,nuechtern,39
69,F11,nuechtern,26
69,F12,nuechtern,21
69,F13,nuechtern,35
69,F14,nuechtern,36
69,F15,nuechtern,24
69,F1,betrunken,62
69,F2,betrunken,50
69,F3,betrunken,27
69,F4,betrunken,48
69,F5,betrunken,68
69,F6,betrunken,53
69,F7,betrunken,43
69,F8,betrunken,75
69,F9,betrunken,48
69,F10,betrunken,63
69,F11,betrunken,42
69,F12,betrunken,44
69,F13,betrunken,66
69,F14,betrunken,50
69,F15,betrunken,36
70,F1,nuechtern,34
70,F2,nuechtern,37
70,F3,nuechtern,20
70,F4,nuechtern,41
70,F5,nuechtern,29
70,F6,nuechtern,33
70,F7,nuechtern,43
70,F8,nuechtern,43
70,F9,nuechtern,31
70,F10,nuechtern,30
70,F11,nuechtern,21
70,F12,nuechtern,25
70,F13,nuechtern,26
70,F14,nuechtern,47
70,F15,nuechtern,23
70,F1,betrunken,58
70,F2,betrunken,40
70,F3,betrunken,33
70,F4,betrunken,44
70,F5,betrunken,71
70,F6,betrunken,57
70,F7,betrunken,57
70,F8,betrunken,67
70,F9,betrunken,59
70,F10,betrunken,57
70,F11,betrunken,52
70,F12,betrunken,57
70,F13,betrunken,66
70,F14,betrunken,64
70,F15,betrunken,43
71,F1,nuechtern,29
71,F2,nuechtern,20
71,F3,nuechtern,12
71,F4,nuechtern,27
71,F5,nuechtern,35
71,F6,nuechtern,42
71,F7,nuechtern,30
71,F8,nuechtern,43
71,F9,nuechtern,38
71,F10,nuechtern,34
71,F11,nuechtern,18
71,F12,nuechtern,19
71,F13,nuechtern,32
71,F14,nuechtern,39
71,F15,nuechtern,21
71,F1,betrunken,71
71,F2,betrunken,70
71,F3,betrunken,65
71,F4,betrunken,62
71,F5,betrunken,63
71,F6,betrunken,73
71,F7,betrunken,61
71,F8,betrunken,89
71,F9,betrunken,78
71,F10,betrunken,71
71,F11,betrunken,56
71,F12,betrunken,82
71,F13,betrunken,82
71,F14,betrunken,80
71,F15,betrunken,55
72,F1,nuechtern,53
72,F2,nuechtern,22
72,F3,nuechtern,26
72,F4,nuechtern,31
72,F5,nuechtern,32
72,F6,nuechtern,15
72,F7,nuechtern,42
72,F8,nuechtern,23
72,F9,nuechtern,24
72,F10,nuechtern,39
72,F11,nuechtern,37
72,F12,nuechtern,12
72,F13,nuechtern,23
72,F14,nuechtern,34
72,F15,nuechtern,24
72,F1,betrunken,48
72,F2,betrunken,34
72,F3,betrunken,33
72,F4,betrunken,48
72,F5,betrunken,48
72,F6,betrunken,39
72,F7,betrunken,49
72,F8,betrunken,53
72,F9,betrunken,35
72,F10,betrunken,45
72,F11,betrunken,35
72,F12,betrunken,56
72,F13,betrunken,54
72,F14,betrunken,54
72,F15,betrunken,45
73,F1,nuechtern,42
73,F2,nuechtern,24
73,F3,nuechtern,23
73,F4,nuechtern,19
73,F5,nuechtern,30
73,F6,nuechtern,31
73,F7,nuechtern,12
73,F8,nuechtern,43
73,F9,nuechtern,23
73,F11,nuechtern,31
73,F12,nuechtern,28
73,F13,nuechtern,14
73,F14,nuechtern,28
73,F15,nuechtern,31
73,F1,betrunken,54
73,F2,betrunken,45
73,F3,betrunken,47
73,F4,betrunken,42
73,F5,betrunken,58
73,F6,betrunken,57
73,F7,betrunken,48
73,F8,betrunken,56
73,F9,betrunken,48
73,F10,betrunken,38
73,F11,betrunken,43
73,F12,betrunken,41
73,F13,betrunken,63
73,F14,betrunken,54
73,F15,betrunken,48
74,F1,nuechtern,33
74,F2,nuechtern,24
74,F3,nuechtern,26
74,F4,nuechtern,37
74,F5,nuechtern,29
74,F6,nuechtern,35
74,F7,nuechtern,43
74,F8,nuechtern,33
74,F9,nuechtern,25
74,F10,nuechtern,41
74,F11,nuechtern,15
74,F12,nuechtern,24
74,F13,nuechtern,29
74,F14,nuechtern,44
74,F15,nuechtern,26
74,F1,betrunken,59
74,F2,betrunken,61
74,F3,betrunken,43
74,F4,betrunken,52
74,F5,betrunken,63
74,F6,betrunken,63
74,F7,betrunken,64
74,F8,betrunken,71
74,F9,betrunken,79
74,F10,betrunken,65
74,F11,betrunken,67
74,F12,betrunken,66
74,F13,betrunken,62
74,F14,betrunken,67
74,F15,betrunken,50
75,F1,nuechtern,35
75,F2,nuechtern,32
75,F3,nuechtern,19
75,F4,nuechtern,33
75,F5,nuechtern,47
75,F6,nuechtern,36
75,F7,nuechtern,31
75,F8,nuechtern,28
75,F9,nuechtern,26
75,F10,nuechtern,26
75,F11,nuechtern,27
75,F12,nuechtern,38
75,F13,nuechtern,25
75,F14,nuechtern,28
75,F15,nuechtern,27
75,F1,betrunken,48
75,F2,betrunken,32
