X1,Date,Total Volume,Total Bags,Small Bags,Large Bags,XLarge Bags,type,region,SmallMediumAvocado,LargeAvocado,ExtraLargeAvocado
47,01.02.15,367711.87,84349.1,76463.29,7885.81,0,conventional,NewOrleansMobile,4046_271075.59,4225_11860.86,4770_426.32
48,25.01.15,271448.06,69524.6,66085.94,3438.66,0,conventional,NewOrleansMobile,4046_188798.96,4225_12771.98,4770_352.52
49,18.01.15,267666.12,64197.94,61302.5,2895.44,0,conventional,NewOrleansMobile,4046_179991.12,4225_23263.42,4770_213.64
50,11.01.15,239232.35,62815.17,59593.91,3221.26,0,conventional,NewOrleansMobile,4046_165505.1,4225_10680.54,4770_231.54
51,04.01.15,222751.51,60062.94,54422.22,5640.72,0,conventional,NewOrleansMobile,4046_148384.22,4225_14085.72,4770_218.63
0,27.12.15,1129876.05,242666.68,208470.99,34191.25,4.44,conventional,NewYork,4046_13711.19,4225_872603.6,4770_894.58
1,20.12.15,1139347.98,257139.12,212615.2,44523.92,0,conventional,NewYork,4046_13998.35,4225_867406.68,4770_803.83
2,13.12.15,1254805.29,261652.47,222446.62,39205.85,0,conventional,NewYork,4046_15990.38,4225_975504.52,4770_1657.92
3,06.12.15,1068971.54,164640.74,136643.23,27997.51,0,conventional,NewYork,4046_15730.1,4225_887708.08,4770_892.62
4,29.11.15,999169.64,170082.08,139508.76,30573.32,0,conventional,NewYork,4046_13652.41,4225_814571.57,4770_863.58
5,22.11.15,1111803.12,190226.47,156660.8,33558.6,7.07,conventional,NewYork,4046_15004.7,4225_905344.06,4770_1227.89
6,15.11.15,1357393.34,225327.84,196060.17,29267.67,0,conventional,NewYork,4046_23669.62,4225_1107466.31,4770_929.57
7,08.11.15,1406262.16,287368.02,198024.18,89343.84,0,conventional,NewYork,4046_20146.29,4225_1097994.07,4770_753.78
8,01.11.15,2180520.22,238141.21,183727.03,54399.03,15.15,conventional,NewYork,4046_24197.61,4225_1916954.83,4770_1226.57
9,25.10.15,1048045.86,239305.85,192750.44,46555.41,0,conventional,NewYork,4046_18035.94,4225_790163.44,4770_540.63
10,18.10.15,1856337.85,232925.94,181854.71,51069.15,2.08,conventional,NewYork,4046_23873.63,4225_1598365.27,4770_1173.01
11,11.10.15,1099283.22,291019.03,214209.27,76809.76,0,conventional,NewYork,4046_14859.09,4225_792683.64,4770_721.46
12,04.10.15,1342963.26,261493,208106.11,53386.89,0,conventional,NewYork,4046_19623.48,4225_1060768.61,4770_1078.17
13,27.09.15,1201066.41,243521.35,185973.17,57548.18,0,conventional,NewYork,4046_15448.68,4225_941112.78,4770_983.6
14,20.09.15,1192210.54,262288.13,214317.49,47970.64,0,conventional,NewYork,4046_16098.34,4225_913022.98,4770_801.09
15,13.09.15,1479334.84,249522.08,181277.74,68237.18,7.16,conventional,NewYork,4046_20526.41,4225_1208256.11,4770_1030.24
16,06.09.15,1340925.56,245037.41,201210.17,43820.11,7.13,conventional,NewYork,4046_19894.27,4225_1074698.43,4770_1295.45
17,30.08.15,1251081.11,248566.36,208604.73,39872.77,88.86,conventional,NewYork,4046_18628.2,4225_982355.97,4770_1530.58
18,23.08.15,1477964.12,231864.49,197249.71,34604.15,10.63,conventional,NewYork,4046_22589.42,4225_1222687.73,4770_822.48
19,16.08.15,1535981.4,223383.83,188594,34787.84,1.99,conventional,NewYork,4046_19663.39,4225_1291206.23,4770_1727.95
20,09.08.15,1563915.04,249029.47,218715.85,30313.62,0,conventional,NewYork,4046_23326.28,4225_1290583.13,4770_976.16
21,02.08.15,1458722.6,251358.48,216693.68,34664.8,0,conventional,NewYork,4046_21768.56,4225_1184264.91,4770_1330.65
22,26.07.15,1211731.19,280464.51,233874.8,46589.71,0,conventional,NewYork,4046_19228.22,4225_910716.77,4770_1321.69
23,19.07.15,1251919.24,304967.64,256581.76,48382.38,3.5,conventional,NewYork,4046_20811.41,4225_923816.05,4770_2324.14
24,12.07.15,1338282.24,354358.67,306199.58,47542.37,616.72,conventional,NewYork,4046_22742.33,4225_956051.1,4770_5130.14
25,05.07.15,1666825.63,346630.58,278911.21,67625.57,93.8,conventional,NewYork,4046_23947.74,4225_1290776.67,4770_5470.64
26,28.06.15,1284789.44,346716.06,266450.36,80224.13,41.57,conventional,NewYork,4046_17714.92,4225_917010.98,4770_3347.48
27,21.06.15,1667026.11,330913.35,287710.54,43147.53,55.28,conventional,NewYork,4046_18711.02,4225_1312242.38,4770_5159.36
28,14.06.15,1363133.97,404479.55,323080.99,81280.96,117.6,conventional,NewYork,4046_23161.35,4225_931945.04,4770_3548.03
29,07.06.15,1731061.12,356187.72,296939.83,59171.88,76.01,conventional,NewYork,4046_24734.98,4225_1347902.88,4770_2235.54
30,31.05.15,1493218.75,389227.77,322139.9,67077.51,10.36,conventional,NewYork,4046_24958.8,4225_1077663.26,4770_1368.92
31,24.05.15,1515022.63,387861.93,322563.16,65288.42,10.35,conventional,NewYork,4046_21741.7,4225_1103694.97,4770_1724.03
32,17.05.15,1255552.68,360824.94,300933.75,59891.19,0,conventional,NewYork,4046_21866.23,4225_871213.06,4770_1648.45
33,10.05.15,2118593.92,374369.29,316975.34,57393.95,0,conventional,NewYork,4046_27734.02,4225_1711900.09,4770_4590.52
34,03.05.15,1679103.39,333131.79,257688.23,74835.23,608.33,conventional,NewYork,4046_23447.41,4225_1317970.18,4770_4554.01
35,26.04.15,1295589.61,340354.69,246376.89,93487.52,490.28,conventional,NewYork,4046_20400.34,4225_932216.48,4770_2618.1
36,19.04.15,1332514.63,382749.7,278784.54,103965.16,0,conventional,NewYork,4046_20252.47,4225_927145.61,4770_2366.85
37,12.04.15,1084407.8,298956.93,239070,59886.93,0,conventional,NewYork,4046_18928.26,4225_764676.24,4770_1846.37
38,05.04.15,1244324.47,312567.62,252129.98,59757.08,680.56,conventional,NewYork,4046_20081.53,4225_909664.31,4770_2011.01
39,29.03.15,1183815.23,278150.1,216859.46,61290.64,0,conventional,NewYork,4046_21780.45,4225_882071.76,4770_1812.92
40,22.03.15,1192732.41,283375.45,223369.68,60005.77,0,conventional,NewYork,4046_22713.33,4225_884992.9,4770_1650.73
41,15.03.15,1097737.98,323761.5,258642.39,65119.11,0,conventional,NewYork,4046_22591.72,4225_749461.13,4770_1923.63
42,08.03.15,1129333.95,339799.82,271636.2,68163.62,0,conventional,NewYork,4046_31886.43,4225_755537.72,4770_2109.98
43,01.03.15,1338129.89,289988.49,228539.44,61449.05,0,conventional,NewYork,4046_19919.91,4225_1025372.06,4770_2849.43
44,22.02.15,1088977.45,309388.56,253336.8,56051.76,0,conventional,NewYork,4046_18716.23,4225_757987.66,4770_2885
45,15.02.15,997562.44,289359.35,240950.54,48408.81,0,conventional,NewYork,4046_17342.31,4225_688201.27,4770_2659.51
46,08.02.15,1658708.73,317964.5,249204.48,68760.02,0,conventional,NewYork,4046_26781.64,4225_1310966.23,4770_2996.36
47,01.02.15,1433763.11,323358.53,243186.43,80172.1,0,conventional,NewYork,4046_22622.87,4225_1084529.78,4770_3251.93
48,25.01.15,1102868.27,313450.45,249848.32,63602.13,0,conventional,NewYork,4046_18101.89,4225_768131.81,4770_3184.12
49,18.01.15,1044280.56,272986.43,211934.06,61052.37,0,conventional,NewYork,4046_18945.56,4225_749309.2,4770_3039.37
50,11.01.15,1018225.83,285498.61,221731.33,63767.28,0,conventional,NewYork,4046_15880.8,4225_714530.7,4770_2315.72
51,04.01.15,1402890.2,249495.69,178683.01,70812.68,0,conventional,NewYork,4046_23641,4225_1127882.44,4770_1871.07
0,27.12.15,3156360.2,737425.66,690116.94,46305.06,1003.66,conventional,Northeast,4046_69920.54,4225_2313155.65,4770_35858.35
1,20.12.15,3190120.04,771939.46,709816.2,60823.26,1300,conventional,Northeast,4046_72576.52,4225_2330694.41,4770_14909.65
2,13.12.15,3696551.52,758446.17,706707.82,51734.84,3.51,conventional,Northeast,4046_81055.1,4225_2852333.86,4770_4716.39
3,06.12.15,3218494.55,588521.8,547611.8,40901.19,8.81,conventional,Northeast,4046_85444.57,4225_2541186.76,4770_3341.42
4,29.11.15,2593780.51,555230.06,513647.72,41582.34,0,conventional,Northeast,4046_71191.69,4225_1964333.5,4770_3025.26
5,22.11.15,3026217.24,626738.42,581899.23,44833.83,5.36,conventional,Northeast,4046_79006.95,4225_2316404.82,4770_4067.05
6,15.11.15,3538946.22,707396.63,658542.91,48853.72,0,conventional,Northeast,4046_89242.5,4225_2738913.76,4770_3393.33
7,08.11.15,4205775.44,781895.19,645890.25,136004.94,0,conventional,Northeast,4046_86385.14,4225_3333003.32,4770_4491.79
8,01.11.15,4801621.08,780893.62,697293.46,83580.91,19.25,conventional,Northeast,4046_95355.74,4225_3920642.46,4770_4729.26
9,25.10.15,3306614.18,775888.9,693912.61,81976.29,0,conventional,Northeast,4046_88907,4225_2438454.39,4770_3363.89
10,18.10.15,4866607.14,742234.48,661214.66,81018.08,1.74,conventional,Northeast,4046_93569.28,4225_4025382.16,4770_5421.22
11,11.10.15,3307828.65,832068.41,721415.51,110651.17,1.73,conventional,Northeast,4046_88376.7,4225_2383018.56,4770_4364.98
12,04.10.15,3585183.3,800321.68,716567.95,83753.73,0,conventional,Northeast,4046_99666.72,4225_2679760.58,4770_5434.32
13,27.09.15,3739072.7,682854.15,589490.48,93363.67,0,conventional,Northeast,4046_86278.88,4225_2965153.82,4770_4785.85
14,20.09.15,3334592,751988.48,672883.2,79105.28,0,conventional,Northeast,4046_86196.27,4225_2492113.6,4770_4293.65
15,13.09.15,4205294.58,740533.23,638404.31,102122.78,6.14,conventional,Northeast,4046_95839.65,4225_3364304.91,4770_4616.79
16,06.09.15,4088061.71,754549.46,688674.24,65777.16,98.06,conventional,Northeast,4046_99311.62,4225_3227507.37,4770_6693.26
17,30.08.15,3825966.51,740291.22,678533.22,60808.49,949.51,conventional,Northeast,4046_93227.99,4225_2981372.2,4770_11075.1
18,23.08.15,4146220.81,739215.62,682203.72,55968.11,1043.79,conventional,Northeast,4046_107907.11,4225_3291930.64,4770_7167.44
19,16.08.15,4221435.38,733613.13,677997.05,55602.12,13.96,conventional,Northeast,4046_97139.95,4225_3382543.31,4770_8138.99
20,09.08.15,4786334.13,777021.96,722077.58,54944.38,0,conventional,Northeast,4046_105393.94,4225_3894801.66,4770_9116.57
21,02.08.15,4154658.67,794064.2,742929.61,51131.53,3.06,conventional,Northeast,4046_104772.22,4225_3244095.85,4770_11726.4
22,26.07.15,3757524.71,883031.61,815705.91,67279.91,45.79,conventional,Northeast,4046_102482.55,4225_2757145.78,4770_14864.77
23,19.07.15,4169213.2,967205.69,900291.21,66844.37,70.11,conventional,Northeast,4046_107602.07,4225_3057929,4770_36476.44
24,12.07.15,4454138.91,1216976.6,1148604.15,67207.62,1164.83,conventional,Northeast,4046_110242.95,4225_3051823.18,4770_75096.18
25,05.07.15,4855273.71,1312115.77,1208641.02,102680.02,794.73,conventional,Northeast,4046_122190.4,4225_3328289.46,4770_92678.08
26,28.06.15,4100932.47,1252367.02,1129604.18,121974.02,788.82,conventional,Northeast,4046_105387.01,4225_2670469.78,4770_72708.66
27,21.06.15,4508474,1120373.14,1052770.72,66494.05,1108.37,conventional,Northeast,4046_106859.5,4225_3203944.93,4770_77296.43
28,14.06.15,4561749.66,1406275.3,1285655.99,118366.89,2252.42,conventional,Northeast,4046_112693.47,4225_2985953.81,4770_56827.08
29,07.06.15,4721927.3,1188680.28,1099881.5,87700.94,1097.84,conventional,Northeast,4046_109587.85,4225_3416600.27,4770_7058.9
30,31.05.15,4329239.82,1253507.02,1154091.74,97864.57,1550.71,conventional,Northeast,4046_116068.2,4225_2954175.96,4770_5488.64
31,24.05.15,4661457.29,1328704.27,1206950.37,120720.48,1033.42,conventional,Northeast,4046_112425.95,4225_3212552.24,4770_7774.83
32,17.05.15,4094677.85,1244427.66,1156872.13,87402.54,152.99,conventional,Northeast,4046_114065.77,4225_2730591.16,4770_5593.26
33,10.05.15,5498650.28,1210170.12,1120295.45,89874.67,0,conventional,Northeast,4046_134556.37,4225_4143702.97,4770_10220.82
34,03.05.15,4597313.41,1088403.62,954844.81,132615.75,943.06,conventional,Northeast,4046_129459.52,4225_3365962.7,4770_13487.57
35,26.04.15,3646363.66,1035648.21,902141.63,132855.85,650.73,conventional,Northeast,4046_110930.88,4225_2492744.36,4770_7040.21
36,19.04.15,3786141.18,1115911.35,984678.78,131232.57,0,conventional,Northeast,4046_110954.74,4225_2552885.19,4770_6389.9
37,12.04.15,3203213.09,1001738.9,920108.45,81630.45,0,conventional,Northeast,4046_93987.65,4225_2102179.57,4770_5306.97
38,05.04.15,3467770.71,954229.55,869574.86,83524.01,1130.68,conventional,Northeast,4046_97887.72,4225_2409449.74,4770_6203.7
39,29.03.15,3497026.98,851860.36,769079.25,82778.21,2.9,conventional,Northeast,4046_96169.31,4225_2543290.15,4770_5707.16
40,22.03.15,3520408.65,869687.19,782209.83,87477.36,0,conventional,Northeast,4046_118765,4225_2526519.62,4770_5436.84
41,15.03.15,3135991.73,936644.39,843930.39,92714,0,conventional,Northeast,4046_111777.91,4225_2082038.09,4770_5531.34
42,08.03.15,3250832.53,1017429.27,909308.32,108119.32,1.63,conventional,Northeast,4046_113602.19,4225_2111936.1,4770_7864.97
43,01.03.15,3780455.44,894348.37,810060.6,84287.77,0,conventional,Northeast,4046_88609.28,4225_2790180.2,4770_7317.59
44,22.02.15,3042447.03,940038.24,860636.05,79402.19,0,conventional,Northeast,4046_92283.05,4225_2003076.22,4770_7049.52
45,15.02.15,2983695.9,929791.25,864046.29,65744.96,0,conventional,Northeast,4046_88056.2,4225_1958075.38,4770_7773.07
46,08.02.15,4457049.41,965974.48,869917.39,96055.45,1.64,conventional,Northeast,4046_128978.49,4225_3354876.63,4770_7219.81
47,01.02.15,4298883.17,1006703.42,896750.09,109953.33,0,conventional,Northeast,4046_133613,4225_3149375.34,4770_9191.41
48,25.01.15,3238501.89,1004627.94,903840.54,100787.4,0,conventional,Northeast,4046_96761.81,4225_2129188.49,4770_7923.65
49,18.01.15,3066789.62,868986.62,784229.51,84757.11,0,conventional,Northeast,4046_91803.09,4225_2098784.32,4770_7215.59
50,11.01.15,3056024.77,881104.32,796190.93,84913.39,0,conventional,Northeast,4046_97343.55,4225_2070661.43,4770_6915.47
51,04.01.15,3759282.62,764351.66,669970.5,94381.16,0,conventional,Northeast,4046_126640.65,4225_2860709.93,4770_7580.38
0,27.12.15,304598.42,39602.96,39602.96,0,0,conventional,NorthernNewEngland,4046_2601.32,4225_250270.9,4770_12123.24
1,20.12.15,284808.22,45911.51,45911.51,0,0,conventional,NorthernNewEngland,4046_2616.13,4225_232459.75,4770_3820.83
2,13.12.15,407482.83,35319.62,35319.62,0,0,conventional,NorthernNewEngland,4046_2970.12,4225_369076.25,4770_116.84
3,06.12.15,303058.29,38140.59,38140.59,0,0,conventional,NorthernNewEngland,4046_3320.11,4225_261503.41,4770_94.18
4,29.11.15,219689.9,34725.57,34725.57,0,0,conventional,NorthernNewEngland,4046_2897.91,4225_181977.84,4770_88.58
5,22.11.15,274209.2,40780.57,40777.1,3.47,0,conventional,NorthernNewEngland,4046_2770.62,4225_230517.24,4770_140.77
6,15.11.15,287015.98,47080.01,46867.66,212.35,0,conventional,NorthernNewEngland,4046_2589.55,4225_237255.49,4770_90.93
7,08.11.15,489339.78,33770.89,33362,408.89,0,conventional,NorthernNewEngland,4046_2347.38,4225_453089.14,4770_132.37
8,01.11.15,350260.55,65281.14,65081.14,200,0,conventional,NorthernNewEngland,4046_3271.4,4225_281498.53,4770_209.48
9,25.10.15,313881.26,43066.49,42475.38,591.11,0,conventional,NorthernNewEngland,4046_2599.46,4225_268057.07,4770_158.24
10,18.10.15,402466.4,37551.02,36297.69,1253.33,0,conventional,NorthernNewEngland,4046_3274.11,4225_361448.46,4770_192.81
11,11.10.15,278472.66,43108.05,43001.38,106.67,0,conventional,NorthernNewEngland,4046_3616.8,4225_231543.02,4770_204.79
12,04.10.15,298222.53,40649.51,40431.73,217.78,0,conventional,NorthernNewEngland,4046_3978.7,4225_253346.07,4770_248.25
13,27.09.15,458602.59,28024.32,27515.43,508.89,0,conventional,NorthernNewEngland,4046_2768.16,4225_427544.89,4770_265.22
14,20.09.15,322729.94,49249.26,48164.82,1084.44,0,conventional,NorthernNewEngland,4046_2413.3,4225_270775.68,4770_291.7
15,13.09.15,356105.25,52903.22,52023.22,880,0,conventional,NorthernNewEngland,4046_1752.73,4225_301172.05,4770_277.25
16,06.09.15,508207.79,48438.75,48349.86,88.89,0,conventional,NorthernNewEngland,4046_2506.81,4225_456884.53,4770_377.7
17,30.08.15,395127.18,54650.81,54650.81,0,0,conventional,NorthernNewEngland,4046_2834.15,4225_337184.98,4770_457.24
18,23.08.15,400101.77,58875.69,58875.69,0,0,conventional,NorthernNewEngland,4046_2487.19,4225_338130.6,4770_608.29
19,16.08.15,372516,65208.52,65208.52,0,0,conventional,NorthernNewEngland,4046_2067.21,4225_304465.27,4770_775
20,09.08.15,579226.47,52404.14,52400.81,3.33,0,conventional,NorthernNewEngland,4046_2513.38,4225_523492.97,4770_815.98
21,02.08.15,417082.92,66056.2,66056.2,0,0,conventional,NorthernNewEngland,4046_2279.1,4225_347110.01,4770_1637.61
22,26.07.15,402791.86,73522.7,73518.43,4.27,0,conventional,NorthernNewEngland,4046_2558.33,4225_324258.79,4770_2452.04
23,19.07.15,594451.88,62451.94,62434.86,17.08,0,conventional,NorthernNewEngland,4046_3108.09,4225_522040.27,4770_6851.58
24,12.07.15,509215.2,148840.39,148811.62,28.77,0,conventional,NorthernNewEngland,4046_3111.08,4225_341891.96,4770_15371.77
25,05.07.15,536642.98,176818.96,176636.74,182.22,0,conventional,NorthernNewEngland,4046_2968.62,4225_338863.42,4770_17991.98
26,28.06.15,452801.32,152474.29,152425.4,48.89,0,conventional,NorthernNewEngland,4046_2582.77,4225_282587.99,4770_15156.27
27,21.06.15,425885.58,108756.94,108756.94,0,0,conventional,NorthernNewEngland,4046_2279.37,4225_300069.61,4770_14779.66
28,14.06.15,537725.07,162093.57,162093.57,0,0,conventional,NorthernNewEngland,4046_2804.46,4225_362082.5,4770_10744.54
29,07.06.15,427216.77,110774.35,110774.35,0,0,conventional,NorthernNewEngland,4046_2096.21,4225_314308.78,4770_37.43
30,31.05.15,413699.46,97960.94,97960.94,0,0,conventional,NorthernNewEngland,4046_2523.96,4225_313153.31,4770_61.25
31,24.05.15,512172.44,137204.86,137204.86,0,0,conventional,NorthernNewEngland,4046_2624.76,4225_372289.48,4770_53.34
32,17.05.15,422484.37,131916.01,131904.74,11.27,0,conventional,NorthernNewEngland,4046_2745.99,4225_287792.49,4770_29.88
33,10.05.15,578436.76,71634.08,71253.97,380.11,0,conventional,NorthernNewEngland,4046_2739.66,4225_503984.46,4770_78.56
34,03.05.15,366987.36,60372.3,60354.57,17.73,0,conventional,NorthernNewEngland,4046_2322.24,4225_304233.27,4770_59.55
35,26.04.15,311879.23,56276.09,56259.03,17.06,0,conventional,NorthernNewEngland,4046_1960.76,4225_253562.76,4770_79.62
36,19.04.15,346561.62,59937.61,59936.64,0.97,0,conventional,NorthernNewEngland,4046_2156.47,4225_284389.27,4770_78.27
37,12.04.15,306250.63,89721.5,89699.64,21.86,0,conventional,NorthernNewEngland,4046_2160.72,4225_214309.89,4770_58.52
38,05.04.15,309143.83,54403.15,54288.7,114.45,0,conventional,NorthernNewEngland,4046_2352.11,4225_252306.55,4770_82.02
39,29.03.15,412639.2,37964.11,37036.33,927.78,0,conventional,NorthernNewEngland,4046_2452.76,4225_372165.06,4770_57.27
40,22.03.15,282155.05,48050.17,47856.09,194.08,0,conventional,NorthernNewEngland,4046_4556.72,4225_229492.52,4770_55.64
41,15.03.15,301852.8,48433.02,48390.8,42.22,0,conventional,NorthernNewEngland,4046_6236.37,4225_247092.81,4770_90.6
42,08.03.15,287963.73,50908.82,50606.6,302.22,0,conventional,NorthernNewEngland,4046_2507.83,4225_234532.06,4770_15.02
43,01.03.15,355677.99,42880.02,42880.02,0,0,conventional,NorthernNewEngland,4046_2266.45,4225_310490.26,4770_41.26
44,22.02.15,264118.86,43742.64,43735.97,6.67,0,conventional,NorthernNewEngland,4046_2875.24,4225_217477.35,4770_23.63
45,15.02.15,288514.78,53466.02,53303.8,162.22,0,conventional,NorthernNewEngland,4046_2897.82,4225_232117.81,4770_33.13
46,08.02.15,363935.24,50852.58,50014.8,837.78,0,conventional,NorthernNewEngland,4046_4606.01,4225_308443.03,4770_33.62
47,01.02.15,412752.74,46670.1,46576.76,93.34,0,conventional,NorthernNewEngland,4046_4353.96,4225_361694.45,4770_34.23
48,25.01.15,290611.31,53547.65,53543.21,4.44,0,conventional,NorthernNewEngland,4046_3806.65,4225_233232.89,4770_24.12
49,18.01.15,309202.71,64770.92,64770.92,0,0,conventional,NorthernNewEngland,4046_3012.79,4225_241380.95,4770_38.05
50,11.01.15,314717.03,44863.79,44863.79,0,0,conventional,NorthernNewEngland,4046_4578.25,4225_265252.09,4770_22.9
51,04.01.15,321823.77,52490.37,52490.37,0,0,conventional,NorthernNewEngland,4046_4966.76,4225_264351.96,4770_14.68
0,27.12.15,305773.54,73781.31,40641.55,33139.76,0,conventional,Orlando,4046_211102.9,4225_20765.29,4770_124.04
1,20.12.15,200074.81,53005.58,36258.03,16747.55,0,conventional,Orlando,4046_131152.6,4225_15794.56,4770_122.07
2,13.12.15,310101.52,67992.66,31407.15,36585.51,0,conventional,Orlando,4046_217679.37,4225_24260.86,4770_168.63
3,06.12.15,199063.82,42163.27,24098.62,18064.65,0,conventional,Orlando,4046_135222.96,4225_21555.66,4770_121.93
4,29.11.15,262683.8,51276.67,21536.82,29739.85,0,conventional,Orlando,4046_190361.54,4225_21007.77,4770_37.82
5,22.11.15,266950.55,60802.83,27114.53,33688.3,0,conventional,Orlando,4046_184441.61,4225_21585.56,4770_120.55
6,15.11.15,200715.34,50391.31,27742.9,22648.41,0,conventional,Orlando,4046_129533.08,4225_20681.56,4770_109.39
7,08.11.15,202954.88,49479.56,31369.94,18109.62,0,conventional,Orlando,4046_132375.83,4225_21007.3,4770_92.19
8,01.11.15,330071.34,72567.19,33748.18,38819.01,0,conventional,Orlando,4046_228073.04,4225_29350.55,4770_80.56
9,25.10.15,210265.79,47882.36,29737.38,18128.16,16.82,conventional,Orlando,4046_138110.06,4225_24182.08,4770_91.29
10,18.10.15,204526.46,49234.66,32915.51,16319.15,0,conventional,Orlando,4046_131126.38,4225_24094.4,4770_71.02
11,11.10.15,308032.62,66806.6,31968.47,34838.13,0,conventional,Orlando,4046_211056.18,4225_30064.22,4770_105.62
12,04.10.15,332997.12,74081.45,37192.16,36886.48,2.81,conventional,Orlando,4046_224769.27,4225_34085.54,4770_60.86
13,27.09.15,202457.31,46212.68,29149.95,17062.73,0,conventional,Orlando,4046_114107.06,4225_41995.26,4770_142.31
14,20.09.15,329684.97,76241.81,36956.49,39285.32,0,conventional,Orlando,4046_201392.27,4225_51930.95,4770_119.94
15,13.09.15,221548.25,56837.79,37653.91,19183.88,0,conventional,Orlando,4046_113374.88,4225_51291.97,4770_43.61
16,06.09.15,375737.02,86221.59,43014.65,43206.94,0,conventional,Orlando,4046_232502.52,4225_56930.16,4770_82.75
17,30.08.15,238269.85,63273.58,44694.9,18578.68,0,conventional,Orlando,4046_123335.43,4225_51487.73,4770_173.11
18,23.08.15,228926.1,63317.35,47516.81,15800.54,0,conventional,Orlando,4046_113657.5,4225_51869.47,4770_81.78
19,16.08.15,240185.69,64382.93,45260.21,19122.72,0,conventional,Orlando,4046_128769.54,4225_46941.6,4770_91.62
20,09.08.15,388550.28,81232.5,47242.5,33990,0,conventional,Orlando,4046_249265.95,4225_57952.32,4770_99.51
21,02.08.15,240821.52,60259.72,43472.9,16786.82,0,conventional,Orlando,4046_130990.19,4225_49482.92,4770_88.69
22,26.07.15,239841.95,60386.34,44878.7,15507.64,0,conventional,Orlando,4046_128204.96,4225_51179.38,4770_71.27
23,19.07.15,363733.15,79609.51,42477.4,37132.11,0,conventional,Orlando,4046_226313.4,4225_57749.18,4770_61.06
24,12.07.15,245528.89,58395.25,41732.15,16663.1,0,conventional,Orlando,4046_133073.61,4225_53986.68,4770_73.35
25,05.07.15,420329.35,95423.88,58523.36,36900.52,0,conventional,Orlando,4046_258450.62,4225_66371.81,4770_83.04
26,28.06.15,277853.94,80757.08,62186.73,18570.35,0,conventional,Orlando,4046_144510.58,4225_52467.4,4770_118.88
27,21.06.15,394035.19,92609.27,55420.02,37189.25,0,conventional,Orlando,4046_243576.61,4225_57122.76,4770_726.55
28,14.06.15,256149.75,75173.5,56501.85,18663.64,8.01,conventional,Orlando,4046_141946.09,4225_36946.34,4770_2083.82
29,07.06.15,391556.97,86061.13,48219.72,37841.41,0,conventional,Orlando,4046_271323.04,4225_33611.14,4770_561.66
30,31.05.15,250040.49,55906.05,38303.2,17602.85,0,conventional,Orlando,4046_174419.44,4225_19641.65,4770_73.35
31,24.05.15,401991.2,76278.08,37157.88,39120.2,0,conventional,Orlando,4046_295794.7,4225_29758,4770_160.42
32,17.05.15,243265.56,54407.98,38066.02,16341.96,0,conventional,Orlando,4046_168886.63,4225_19797.32,4770_173.63
33,10.05.15,257032.99,51717.03,35990.16,15726.87,0,conventional,Orlando,4046_185586.2,4225_19590.84,4770_138.92
34,03.05.15,501573.86,95445.05,40398.41,54823.03,223.61,conventional,Orlando,4046_369352.45,4225_36610.76,4770_165.6
35,26.04.15,257307.97,56809.87,38167.83,18294.82,347.22,conventional,Orlando,4046_179052.54,4225_21351.58,4770_93.98
36,19.04.15,231777.27,54827.73,35504.7,19323.03,0,conventional,Orlando,4046_157931.42,4225_18812.23,4770_205.89
37,12.04.15,375363.86,71780.19,31886.66,39893.53,0,conventional,Orlando,4046_275283.48,4225_28203.4,4770_96.79
38,05.04.15,300679.66,63600.61,34091.52,29143.81,365.28,conventional,Orlando,4046_211116.53,4225_25858.76,4770_103.76
39,29.03.15,216925.45,47398.55,29215.6,18182.95,0,conventional,Orlando,4046_150612.51,4225_18785.42,4770_128.97
40,22.03.15,363504.44,73045.9,37453.09,35592.81,0,conventional,Orlando,4046_260635,4225_29682.52,4770_141.02
41,15.03.15,226247.68,49846.38,34513.35,15333.03,0,conventional,Orlando,4046_154931.57,4225_21353.84,4770_115.89
42,08.03.15,219071.79,49331.49,33996.64,15334.85,0,conventional,Orlando,4046_149785.3,4225_19868.22,4770_86.78
43,01.03.15,316199.07,61957.64,31707.62,30250.02,0,conventional,Orlando,4046_227527.01,4225_26599.79,4770_114.63
44,22.02.15,226965.26,53147.1,36700.48,16446.62,0,conventional,Orlando,4046_151270.02,4225_22481.35,4770_66.79
45,15.02.15,204812.28,44375.38,20733.73,23641.65,0,conventional,Orlando,4046_139189.15,4225_21210.42,4770_37.33
46,08.02.15,204396.56,42392.17,18229.35,24162.82,0,conventional,Orlando,4046_137587.02,4225_24318.2,4770_99.17
47,01.02.15,489224.51,80264.72,26854.75,53409.97,0,conventional,Orlando,4046_358731.15,4225_50048.43,4770_180.21
48,25.01.15,211991.09,48864.81,22591.61,26273.2,0,conventional,Orlando,4046_133616.3,4225_29418.39,4770_91.59
49,18.01.15,191078.37,43569.17,18914.84,24654.33,0,conventional,Orlando,4046_112722.12,4225_34703.28,4770_83.8
50,11.01.15,202034.59,43410.02,18762.45,24647.57,0,conventional,Orlando,4046_119336.02,4225_39236.11,4770_52.44
51,04.01.15,281803.19,52719.49,19933.7,32785.79,0,conventional,Orlando,4046_190743.27,4225_38265.21,4770_75.22
0,27.12.15,308546.88,89292.89,82776.35,6513.36,3.18,conventional,Philadelphia,4046_9778.07,4225_208945.03,4770_530.89
1,20.12.15,306843.13,98302.52,88587.5,9715.02,0,conventional,Philadelphia,4046_9646.13,4225_198361.8,4770_532.68
