,Date,AveragePrice,type,region
21,31.07.16,0.98,conventional,Atlanta
22,24.07.16,1,conventional,Atlanta
23,17.07.16,1.01,conventional,Atlanta
24,10.07.16,0.92,conventional,Atlanta
25,03.07.16,0.77,conventional,Atlanta
26,26.06.16,0.85,conventional,Atlanta
27,19.06.16,0.78,conventional,Atlanta
28,12.06.16,0.78,conventional,Atlanta
29,05.06.16,0.75,conventional,Atlanta
30,29.05.16,0.78,conventional,Atlanta
31,22.05.16,0.79,conventional,Atlanta
32,15.05.16,0.68,conventional,Atlanta
33,08.05.16,0.81,conventional,Atlanta
34,01.05.16,0.77,conventional,Atlanta
35,24.04.16,0.79,conventional,Atlanta
36,17.04.16,0.89,conventional,Atlanta
37,10.04.16,0.83,conventional,Atlanta
38,03.04.16,1.03,conventional,Atlanta
39,27.03.16,0.98,conventional,Atlanta
40,20.03.16,0.98,conventional,Atlanta
41,13.03.16,0.9,conventional,Atlanta
42,06.03.16,1.03,conventional,Atlanta
43,28.02.16,0.9,conventional,Atlanta
44,21.02.16,1.04,conventional,Atlanta
45,14.02.16,0.97,conventional,Atlanta
46,07.02.16,0.76,conventional,Atlanta
47,31.01.16,1.04,conventional,Atlanta
48,24.01.16,0.92,conventional,Atlanta
49,17.01.16,1.04,conventional,Atlanta
50,10.01.16,0.93,conventional,Atlanta
51,03.01.16,1.05,conventional,Atlanta
0,25.12.16,1.47,conventional,BaltimoreWashington
1,18.12.16,1.21,conventional,BaltimoreWashington
2,11.12.16,1.35,conventional,BaltimoreWashington
3,04.12.16,1.41,conventional,BaltimoreWashington
4,27.11.16,1.49,conventional,BaltimoreWashington
5,20.11.16,1.6,conventional,BaltimoreWashington
6,13.11.16,1.73,conventional,BaltimoreWashington
7,06.11.16,1.8,conventional,BaltimoreWashington
8,30.10.16,1.86,conventional,BaltimoreWashington
9,23.10.16,1.85,conventional,BaltimoreWashington
10,16.10.16,1.69,conventional,BaltimoreWashington
11,09.10.16,1.59,conventional,BaltimoreWashington
12,02.10.16,1.66,conventional,BaltimoreWashington
13,25.09.16,1.58,conventional,BaltimoreWashington
14,18.09.16,1.5,conventional,BaltimoreWashington
15,11.09.16,1.34,conventional,BaltimoreWashington
16,04.09.16,1.51,conventional,BaltimoreWashington
17,28.08.16,1.57,conventional,BaltimoreWashington
18,21.08.16,1.48,conventional,BaltimoreWashington
19,14.08.16,1.52,conventional,BaltimoreWashington
20,07.08.16,1.52,conventional,BaltimoreWashington
21,31.07.16,1.65,conventional,BaltimoreWashington
22,24.07.16,1.64,conventional,BaltimoreWashington
23,17.07.16,1.47,conventional,BaltimoreWashington
24,10.07.16,1.37,conventional,BaltimoreWashington
25,03.07.16,1.38,conventional,BaltimoreWashington
26,26.06.16,1.36,conventional,BaltimoreWashington
27,19.06.16,1.37,conventional,BaltimoreWashington
28,12.06.16,1.34,conventional,BaltimoreWashington
29,05.06.16,1.33,conventional,BaltimoreWashington
30,29.05.16,1.19,conventional,BaltimoreWashington
31,22.05.16,1.19,conventional,BaltimoreWashington
32,15.05.16,1.12,conventional,BaltimoreWashington
33,08.05.16,0.95,conventional,BaltimoreWashington
34,01.05.16,1.07,conventional,BaltimoreWashington
35,24.04.16,1.13,conventional,BaltimoreWashington
36,17.04.16,1.13,conventional,BaltimoreWashington
37,10.04.16,1.12,conventional,BaltimoreWashington
38,03.04.16,1.14,conventional,BaltimoreWashington
39,27.03.16,1.19,conventional,BaltimoreWashington
40,20.03.16,1.1,conventional,BaltimoreWashington
41,13.03.16,1.18,conventional,BaltimoreWashington
42,06.03.16,1.21,conventional,BaltimoreWashington
43,28.02.16,1.12,conventional,BaltimoreWashington
44,21.02.16,1.2,conventional,BaltimoreWashington
45,14.02.16,1.11,conventional,BaltimoreWashington
46,07.02.16,1.1,conventional,BaltimoreWashington
47,31.01.16,1.11,conventional,BaltimoreWashington
48,24.01.16,1.09,conventional,BaltimoreWashington
49,17.01.16,1.17,conventional,BaltimoreWashington
50,10.01.16,1.17,conventional,BaltimoreWashington
51,03.01.16,1.11,conventional,BaltimoreWashington
0,25.12.16,1.03,conventional,Boise
1,18.12.16,1.02,conventional,Boise
2,11.12.16,0.8,conventional,Boise
3,04.12.16,1.01,conventional,Boise
4,27.11.16,1.22,conventional,Boise
5,20.11.16,1.27,conventional,Boise
6,13.11.16,1.28,conventional,Boise
7,06.11.16,1.37,conventional,Boise
8,30.10.16,1.34,conventional,Boise
9,23.10.16,1.17,conventional,Boise
10,16.10.16,1.09,conventional,Boise
11,09.10.16,1.03,conventional,Boise
12,02.10.16,0.9,conventional,Boise
13,25.09.16,0.91,conventional,Boise
14,18.09.16,0.97,conventional,Boise
15,11.09.16,0.89,conventional,Boise
16,04.09.16,1.01,conventional,Boise
17,28.08.16,0.99,conventional,Boise
18,21.08.16,0.9,conventional,Boise
19,14.08.16,0.93,conventional,Boise
20,07.08.16,0.76,conventional,Boise
21,31.07.16,0.78,conventional,Boise
22,24.07.16,0.74,conventional,Boise
23,17.07.16,0.7,conventional,Boise
24,10.07.16,0.75,conventional,Boise
25,03.07.16,0.77,conventional,Boise
26,26.06.16,0.69,conventional,Boise
27,19.06.16,0.7,conventional,Boise
28,12.06.16,0.67,conventional,Boise
29,05.06.16,0.63,conventional,Boise
30,29.05.16,0.63,conventional,Boise
31,22.05.16,0.65,conventional,Boise
32,15.05.16,0.58,conventional,Boise
33,08.05.16,0.61,conventional,Boise
34,01.05.16,0.63,conventional,Boise
35,24.04.16,0.65,conventional,Boise
36,17.04.16,0.67,conventional,Boise
37,10.04.16,0.82,conventional,Boise
38,03.04.16,0.82,conventional,Boise
39,27.03.16,0.81,conventional,Boise
40,20.03.16,0.94,conventional,Boise
41,13.03.16,0.83,conventional,Boise
42,06.03.16,0.86,conventional,Boise
43,28.02.16,0.89,conventional,Boise
44,21.02.16,0.74,conventional,Boise
45,14.02.16,0.94,conventional,Boise
46,07.02.16,0.82,conventional,Boise
47,31.01.16,0.94,conventional,Boise
48,24.01.16,0.9,conventional,Boise
49,17.01.16,0.92,conventional,Boise
50,10.01.16,0.93,conventional,Boise
51,03.01.16,0.77,conventional,Boise
0,25.12.16,1.28,conventional,Boston
1,18.12.16,1.09,conventional,Boston
2,11.12.16,1.22,conventional,Boston
3,04.12.16,1.26,conventional,Boston
4,27.11.16,1.45,conventional,Boston
5,20.11.16,1.39,conventional,Boston
6,13.11.16,1.56,conventional,Boston
7,06.11.16,1.62,conventional,Boston
8,30.10.16,1.67,conventional,Boston
9,23.10.16,1.58,conventional,Boston
10,16.10.16,1.6,conventional,Boston
11,09.10.16,1.49,conventional,Boston
12,02.10.16,1.59,conventional,Boston
13,25.09.16,1.53,conventional,Boston
14,18.09.16,1.45,conventional,Boston
15,11.09.16,1.27,conventional,Boston
16,04.09.16,1.41,conventional,Boston
17,28.08.16,1.37,conventional,Boston
18,21.08.16,1.31,conventional,Boston
19,14.08.16,1.29,conventional,Boston
20,07.08.16,1.48,conventional,Boston
21,31.07.16,1.61,conventional,Boston
22,24.07.16,1.52,conventional,Boston
23,17.07.16,1.56,conventional,Boston
24,10.07.16,1.32,conventional,Boston
25,03.07.16,1.38,conventional,Boston
26,26.06.16,1.33,conventional,Boston
27,19.06.16,1.32,conventional,Boston
28,12.06.16,1.29,conventional,Boston
29,05.06.16,1.26,conventional,Boston
30,29.05.16,1.08,conventional,Boston
31,22.05.16,1.05,conventional,Boston
32,15.05.16,1.06,conventional,Boston
33,08.05.16,0.85,conventional,Boston
34,01.05.16,1.05,conventional,Boston
35,24.04.16,1.07,conventional,Boston
36,17.04.16,1.08,conventional,Boston
37,10.04.16,0.99,conventional,Boston
38,03.04.16,1.11,conventional,Boston
39,27.03.16,1.08,conventional,Boston
40,20.03.16,1.1,conventional,Boston
41,13.03.16,1.05,conventional,Boston
42,06.03.16,1.1,conventional,Boston
43,28.02.16,1.08,conventional,Boston
44,21.02.16,1.14,conventional,Boston
45,14.02.16,0.98,conventional,Boston
46,07.02.16,1.05,conventional,Boston
47,31.01.16,1.03,conventional,Boston
48,24.01.16,1.05,conventional,Boston
49,17.01.16,1.02,conventional,Boston
50,10.01.16,1.15,conventional,Boston
51,03.01.16,1.01,conventional,Boston
0,25.12.16,1.41,conventional,BuffaloRochester
1,18.12.16,1.36,conventional,BuffaloRochester
2,11.12.16,1.47,conventional,BuffaloRochester
3,04.12.16,1.66,conventional,BuffaloRochester
4,27.11.16,1.57,conventional,BuffaloRochester
5,20.11.16,1.63,conventional,BuffaloRochester
6,13.11.16,1.6,conventional,BuffaloRochester
7,06.11.16,1.64,conventional,BuffaloRochester
8,30.10.16,1.65,conventional,BuffaloRochester
9,23.10.16,1.6,conventional,BuffaloRochester
10,16.10.16,1.36,conventional,BuffaloRochester
11,09.10.16,1.37,conventional,BuffaloRochester
12,02.10.16,1.35,conventional,BuffaloRochester
13,25.09.16,1.4,conventional,BuffaloRochester
14,18.09.16,1.54,conventional,BuffaloRochester
15,11.09.16,1.38,conventional,BuffaloRochester
16,04.09.16,1.48,conventional,BuffaloRochester
17,28.08.16,1.4,conventional,BuffaloRochester
18,21.08.16,1.33,conventional,BuffaloRochester
19,14.08.16,1.41,conventional,BuffaloRochester
20,07.08.16,1.5,conventional,BuffaloRochester
21,31.07.16,1.45,conventional,BuffaloRochester
22,24.07.16,1.44,conventional,BuffaloRochester
23,17.07.16,1.3,conventional,BuffaloRochester
24,10.07.16,1.25,conventional,BuffaloRochester
25,03.07.16,1.3,conventional,BuffaloRochester
26,26.06.16,1.26,conventional,BuffaloRochester
27,19.06.16,1.23,conventional,BuffaloRochester
28,12.06.16,1.15,conventional,BuffaloRochester
29,05.06.16,1.15,conventional,BuffaloRochester
30,29.05.16,1.19,conventional,BuffaloRochester
31,22.05.16,1.12,conventional,BuffaloRochester
32,15.05.16,1.09,conventional,BuffaloRochester
33,08.05.16,1.09,conventional,BuffaloRochester
34,01.05.16,1.11,conventional,BuffaloRochester
35,24.04.16,1.15,conventional,BuffaloRochester
36,17.04.16,1.14,conventional,BuffaloRochester
37,10.04.16,1.1,conventional,BuffaloRochester
38,03.04.16,1.04,conventional,BuffaloRochester
39,27.03.16,1.13,conventional,BuffaloRochester
40,20.03.16,1.14,conventional,BuffaloRochester
41,13.03.16,1.11,conventional,BuffaloRochester
42,06.03.16,1.36,conventional,BuffaloRochester
43,28.02.16,1.22,conventional,BuffaloRochester
44,21.02.16,1.31,conventional,BuffaloRochester
45,14.02.16,1.29,conventional,BuffaloRochester
46,07.02.16,1.3,conventional,BuffaloRochester
47,31.01.16,1.21,conventional,BuffaloRochester
48,24.01.16,1.31,conventional,BuffaloRochester
49,17.01.16,1.38,conventional,BuffaloRochester
50,10.01.16,1.35,conventional,BuffaloRochester
51,03.01.16,1.39,conventional,BuffaloRochester
0,25.12.16,0.94,conventional,California
1,18.12.16,0.95,conventional,California
2,11.12.16,0.9,conventional,California
3,04.12.16,0.98,conventional,California
4,27.11.16,1.21,conventional,California
5,20.11.16,1.32,conventional,California
6,13.11.16,1.48,conventional,California
7,06.11.16,1.68,conventional,California
8,30.10.16,1.68,conventional,California
9,23.10.16,1.39,conventional,California
10,16.10.16,1.4,conventional,California
11,09.10.16,1.34,conventional,California
12,02.10.16,1.19,conventional,California
13,25.09.16,1.15,conventional,California
14,18.09.16,1.22,conventional,California
15,11.09.16,1.12,conventional,California
16,04.09.16,1.08,conventional,California
17,28.08.16,0.99,conventional,California
18,21.08.16,1.05,conventional,California
19,14.08.16,1.07,conventional,California
20,07.08.16,1.17,conventional,California
21,31.07.16,1.22,conventional,California
22,24.07.16,1.2,conventional,California
23,17.07.16,1.14,conventional,California
24,10.07.16,1.08,conventional,California
25,03.07.16,1.1,conventional,California
26,26.06.16,1.03,conventional,California
27,19.06.16,1.06,conventional,California
28,12.06.16,1.01,conventional,California
29,05.06.16,0.94,conventional,California
30,29.05.16,0.98,conventional,California
31,22.05.16,0.9,conventional,California
32,15.05.16,0.97,conventional,California
33,08.05.16,0.79,conventional,California
34,01.05.16,0.75,conventional,California
35,24.04.16,0.84,conventional,California
36,17.04.16,0.93,conventional,California
37,10.04.16,0.94,conventional,California
38,03.04.16,0.93,conventional,California
39,27.03.16,0.93,conventional,California
40,20.03.16,0.91,conventional,California
41,13.03.16,0.96,conventional,California
42,06.03.16,0.92,conventional,California
43,28.02.16,0.89,conventional,California
44,21.02.16,0.89,conventional,California
45,14.02.16,0.82,conventional,California
46,07.02.16,0.7,conventional,California
47,31.01.16,0.88,conventional,California
48,24.01.16,0.88,conventional,California
49,17.01.16,0.9,conventional,California
50,10.01.16,0.87,conventional,California
51,03.01.16,0.73,conventional,California
0,25.12.16,1.25,conventional,Charlotte
1,18.12.16,1.24,conventional,Charlotte
2,11.12.16,1.33,conventional,Charlotte
3,04.12.16,1.34,conventional,Charlotte
4,27.11.16,1.54,conventional,Charlotte
5,20.11.16,1.57,conventional,Charlotte
6,13.11.16,1.64,conventional,Charlotte
7,06.11.16,1.57,conventional,Charlotte
8,30.10.16,1.58,conventional,Charlotte
9,23.10.16,1.52,conventional,Charlotte
10,16.10.16,1.39,conventional,Charlotte
11,09.10.16,1.51,conventional,Charlotte
12,02.10.16,1.48,conventional,Charlotte
13,25.09.16,1.47,conventional,Charlotte
14,18.09.16,1.43,conventional,Charlotte
15,11.09.16,1.42,conventional,Charlotte
16,04.09.16,1.33,conventional,Charlotte
17,28.08.16,1.4,conventional,Charlotte
18,21.08.16,1.38,conventional,Charlotte
19,14.08.16,1.4,conventional,Charlotte
20,07.08.16,1.43,conventional,Charlotte
21,31.07.16,1.48,conventional,Charlotte
22,24.07.16,1.46,conventional,Charlotte
23,17.07.16,1.43,conventional,Charlotte
24,10.07.16,1.26,conventional,Charlotte
25,03.07.16,1.2,conventional,Charlotte
26,26.06.16,1.28,conventional,Charlotte
27,19.06.16,1.21,conventional,Charlotte
28,12.06.16,1.25,conventional,Charlotte
29,05.06.16,1.25,conventional,Charlotte
30,29.05.16,1.21,conventional,Charlotte
31,22.05.16,1.26,conventional,Charlotte
32,15.05.16,1.12,conventional,Charlotte
33,08.05.16,1.05,conventional,Charlotte
34,01.05.16,1.04,conventional,Charlotte
35,24.04.16,1.12,conventional,Charlotte
36,17.04.16,1.14,conventional,Charlotte
37,10.04.16,1.1,conventional,Charlotte
38,03.04.16,1.12,conventional,Charlotte
39,27.03.16,1.14,conventional,Charlotte
40,20.03.16,1.15,conventional,Charlotte
41,13.03.16,1.05,conventional,Charlotte
42,06.03.16,1.09,conventional,Charlotte
43,28.02.16,1.05,conventional,Charlotte
44,21.02.16,1.07,conventional,Charlotte
45,14.02.16,1,conventional,Charlotte
46,07.02.16,0.8,conventional,Charlotte
47,31.01.16,0.95,conventional,Charlotte
48,24.01.16,0.92,conventional,Charlotte
49,17.01.16,0.98,conventional,Charlotte
50,10.01.16,0.95,conventional,Charlotte
51,03.01.16,0.96,conventional,Charlotte
0,25.12.16,1.22,conventional,Chicago
1,18.12.16,1.18,conventional,Chicago
2,11.12.16,1.09,conventional,Chicago
3,04.12.16,1.27,conventional,Chicago
4,27.11.16,1.1,conventional,Chicago
5,20.11.16,1.13,conventional,Chicago
6,13.11.16,1.82,conventional,Chicago
7,06.11.16,2.07,conventional,Chicago
8,30.10.16,2.07,conventional,Chicago
9,23.10.16,1.84,conventional,Chicago
10,16.10.16,1.8,conventional,Chicago
11,09.10.16,1.82,conventional,Chicago
12,02.10.16,1.83,conventional,Chicago
13,25.09.16,1.8,conventional,Chicago
14,18.09.16,1.7,conventional,Chicago
15,11.09.16,1.67,conventional,Chicago
16,04.09.16,1.6,conventional,Chicago
17,28.08.16,1.6,conventional,Chicago
18,21.08.16,1.63,conventional,Chicago
19,14.08.16,1.67,conventional,Chicago
20,07.08.16,1.68,conventional,Chicago
21,31.07.16,1.68,conventional,Chicago
22,24.07.16,1.66,conventional,Chicago
23,17.07.16,1.51,conventional,Chicago
24,10.07.16,1.53,conventional,Chicago
25,03.07.16,1.23,conventional,Chicago
26,26.06.16,1.18,conventional,Chicago
27,19.06.16,1.2,conventional,Chicago
28,12.06.16,1.3,conventional,Chicago
29,05.06.16,1.2,conventional,Chicago
30,29.05.16,1.15,conventional,Chicago
31,22.05.16,1.11,conventional,Chicago
32,15.05.16,1.04,conventional,Chicago
33,08.05.16,0.97,conventional,Chicago
34,01.05.16,1,conventional,Chicago
35,24.04.16,1.08,conventional,Chicago
36,17.04.16,1.08,conventional,Chicago
37,10.04.16,1.11,conventional,Chicago
38,03.04.16,1.15,conventional,Chicago
39,27.03.16,0.9,conventional,Chicago
40,20.03.16,1.11,conventional,Chicago
41,13.03.16,1,conventional,Chicago
42,06.03.16,1.13,conventional,Chicago
43,28.02.16,1.15,conventional,Chicago
44,21.02.16,1.09,conventional,Chicago
45,14.02.16,1,conventional,Chicago
46,07.02.16,0.82,conventional,Chicago
47,31.01.16,1.12,conventional,Chicago
48,24.01.16,1.01,conventional,Chicago
49,17.01.16,1.11,conventional,Chicago
50,10.01.16,1.08,conventional,Chicago
51,03.01.16,0.93,conventional,Chicago
0,25.12.16,0.82,conventional,CincinnatiDayton
1,18.12.16,0.99,conventional,CincinnatiDayton
2,11.12.16,0.77,conventional,CincinnatiDayton
3,04.12.16,0.7,conventional,CincinnatiDayton
4,27.11.16,1.09,conventional,CincinnatiDayton
5,20.11.16,0.98,conventional,CincinnatiDayton
6,13.11.16,1.07,conventional,CincinnatiDayton
7,06.11.16,1.08,conventional,CincinnatiDayton
8,30.10.16,1.02,conventional,CincinnatiDayton
9,23.10.16,0.96,conventional,CincinnatiDayton
10,16.10.16,1.07,conventional,CincinnatiDayton
11,09.10.16,1.01,conventional,CincinnatiDayton
12,02.10.16,1.03,conventional,CincinnatiDayton
13,25.09.16,1.09,conventional,CincinnatiDayton
14,18.09.16,0.96,conventional,CincinnatiDayton
15,11.09.16,1.04,conventional,CincinnatiDayton
16,04.09.16,1.12,conventional,CincinnatiDayton
17,28.08.16,1.13,conventional,CincinnatiDayton
18,21.08.16,1.07,conventional,CincinnatiDayton
19,14.08.16,1.03,conventional,CincinnatiDayton
20,07.08.16,1.03,conventional,CincinnatiDayton
21,31.07.16,1.07,conventional,CincinnatiDayton
22,24.07.16,1.1,conventional,CincinnatiDayton
23,17.07.16,1.05,conventional,CincinnatiDayton
24,10.07.16,1.06,conventional,CincinnatiDayton
25,03.07.16,0.84,conventional,CincinnatiDayton
26,26.06.16,0.92,conventional,CincinnatiDayton
27,19.06.16,0.91,conventional,CincinnatiDayton
28,12.06.16,1.05,conventional,CincinnatiDayton
29,05.06.16,0.85,conventional,CincinnatiDayton
30,29.05.16,0.84,conventional,CincinnatiDayton
31,22.05.16,0.82,conventional,CincinnatiDayton
32,15.05.16,0.88,conventional,CincinnatiDayton
33,08.05.16,0.86,conventional,CincinnatiDayton
34,01.05.16,0.94,conventional,CincinnatiDayton
35,24.04.16,0.94,conventional,CincinnatiDayton
36,17.04.16,0.93,conventional,CincinnatiDayton
37,10.04.16,0.89,conventional,CincinnatiDayton
38,03.04.16,0.89,conventional,CincinnatiDayton
39,27.03.16,0.9,conventional,CincinnatiDayton
40,20.03.16,0.9,conventional,CincinnatiDayton
41,13.03.16,0.88,conventional,CincinnatiDayton
42,06.03.16,0.85,conventional,CincinnatiDayton
43,28.02.16,0.87,conventional,CincinnatiDayton
44,21.02.16,0.86,conventional,CincinnatiDayton
45,14.02.16,0.86,conventional,CincinnatiDayton
46,07.02.16,0.81,conventional,CincinnatiDayton
47,31.01.16,0.94,conventional,CincinnatiDayton
48,24.01.16,0.89,conventional,CincinnatiDayton
49,17.01.16,0.86,conventional,CincinnatiDayton
50,10.01.16,0.92,conventional,CincinnatiDayton
51,03.01.16,0.9,conventional,CincinnatiDayton
0,25.12.16,1.07,conventional,Columbus
1,18.12.16,1.06,conventional,Columbus
2,11.12.16,0.98,conventional,Columbus
3,04.12.16,0.84,conventional,Columbus
4,27.11.16,1.1,conventional,Columbus
5,20.11.16,1.33,conventional,Columbus
6,13.11.16,1.38,conventional,Columbus
7,06.11.16,1.41,conventional,Columbus
8,30.10.16,1.1,conventional,Columbus
9,23.10.16,1.11,conventional,Columbus
10,16.10.16,1.31,conventional,Columbus
11,09.10.16,1.33,conventional,Columbus
12,02.10.16,1.3,conventional,Columbus
13,25.09.16,1.14,conventional,Columbus
14,18.09.16,1.07,conventional,Columbus
15,11.09.16,1.06,conventional,Columbus
16,04.09.16,1.06,conventional,Columbus
17,28.08.16,1.07,conventional,Columbus
18,21.08.16,1.2,conventional,Columbus
19,14.08.16,1.17,conventional,Columbus
20,07.08.16,1.18,conventional,Columbus
21,31.07.16,1.21,conventional,Columbus
22,24.07.16,1.15,conventional,Columbus
23,17.07.16,1.18,conventional,Columbus
24,10.07.16,1.06,conventional,Columbus
25,03.07.16,0.94,conventional,Columbus
26,26.06.16,1.04,conventional,Columbus
27,19.06.16,1.13,conventional,Columbus
28,12.06.16,1.13,conventional,Columbus
29,05.06.16,1.07,conventional,Columbus
30,29.05.16,0.93,conventional,Columbus
31,22.05.16,0.83,conventional,Columbus
32,15.05.16,0.84,conventional,Columbus
33,08.05.16,0.9,conventional,Columbus
34,01.05.16,0.71,conventional,Columbus
35,24.04.16,0.72,conventional,Columbus
36,17.04.16,0.97,conventional,Columbus
37,10.04.16,0.96,conventional,Columbus
38,03.04.16,0.95,conventional,Columbus
39,27.03.16,1.01,conventional,Columbus
40,20.03.16,1.04,conventional,Columbus
41,13.03.16,1.05,conventional,Columbus
42,06.03.16,0.95,conventional,Columbus
43,28.02.16,1.03,conventional,Columbus
44,21.02.16,1.05,conventional,Columbus
45,14.02.16,0.91,conventional,Columbus
46,07.02.16,0.81,conventional,Columbus
47,31.01.16,0.92,conventional,Columbus
48,24.01.16,0.89,conventional,Columbus
49,17.01.16,1.03,conventional,Columbus
50,10.01.16,0.97,conventional,Columbus
51,03.01.16,0.91,conventional,Columbus
0,25.12.16,0.76,conventional,DallasFtWorth
1,18.12.16,0.69,conventional,DallasFtWorth
2,11.12.16,0.69,conventional,DallasFtWorth
3,04.12.16,0.69,conventional,DallasFtWorth
4,27.11.16,0.9,conventional,DallasFtWorth
5,20.11.16,1,conventional,DallasFtWorth
6,13.11.16,1.08,conventional,DallasFtWorth
7,06.11.16,1.14,conventional,DallasFtWorth
8,30.10.16,1.14,conventional,DallasFtWorth
9,23.10.16,1.08,conventional,DallasFtWorth
10,16.10.16,0.99,conventional,DallasFtWorth
11,09.10.16,0.93,conventional,DallasFtWorth
12,02.10.16,0.95,conventional,DallasFtWorth
13,25.09.16,0.92,conventional,DallasFtWorth
14,18.09.16,0.8,conventional,DallasFtWorth
15,11.09.16,0.79,conventional,DallasFtWorth
16,04.09.16,0.74,conventional,DallasFtWorth
17,28.08.16,0.74,conventional,DallasFtWorth
18,21.08.16,0.77,conventional,DallasFtWorth
19,14.08.16,0.88,conventional,DallasFtWorth
20,07.08.16,0.83,conventional,DallasFtWorth
21,31.07.16,0.88,conventional,DallasFtWorth
22,24.07.16,0.94,conventional,DallasFtWorth
23,17.07.16,0.96,conventional,DallasFtWorth
24,10.07.16,0.91,conventional,DallasFtWorth
25,03.07.16,0.89,conventional,DallasFtWorth
26,26.06.16,0.85,conventional,DallasFtWorth
27,19.06.16,0.87,conventional,DallasFtWorth
28,12.06.16,0.84,conventional,DallasFtWorth
29,05.06.16,0.82,conventional,DallasFtWorth
30,29.05.16,0.77,conventional,DallasFtWorth
31,22.05.16,0.7,conventional,DallasFtWorth
32,15.05.16,0.71,conventional,DallasFtWorth
33,08.05.16,0.72,conventional,DallasFtWorth
34,01.05.16,0.71,conventional,DallasFtWorth
35,24.04.16,0.65,conventional,DallasFtWorth
36,17.04.16,0.69,conventional,DallasFtWorth
37,10.04.16,0.69,conventional,DallasFtWorth
38,03.04.16,0.7,conventional,DallasFtWorth
39,27.03.16,0.76,conventional,DallasFtWorth
40,20.03.16,0.74,conventional,DallasFtWorth
41,13.03.16,0.78,conventional,DallasFtWorth
42,06.03.16,0.76,conventional,DallasFtWorth
43,28.02.16,0.74,conventional,DallasFtWorth
44,21.02.16,0.83,conventional,DallasFtWorth
45,14.02.16,0.65,conventional,DallasFtWorth
46,07.02.16,0.71,conventional,DallasFtWorth
47,31.01.16,0.8,conventional,DallasFtWorth
48,24.01.16,1.02,conventional,DallasFtWorth
49,17.01.16,0.79,conventional,DallasFtWorth
50,10.01.16,0.85,conventional,DallasFtWorth
51,03.01.16,0.78,conventional,DallasFtWorth
0,25.12.16,1.04,conventional,Denver
1,18.12.16,1.04,conventional,Denver
2,11.12.16,0.95,conventional,Denver
3,04.12.16,0.91,conventional,Denver
4,27.11.16,1.3,conventional,Denver
5,20.11.16,1.28,conventional,Denver
6,13.11.16,1.18,conventional,Denver
7,06.11.16,1.31,conventional,Denver
8,30.10.16,1.13,conventional,Denver
9,23.10.16,1.24,conventional,Denver
10,16.10.16,1.15,conventional,Denver
11,09.10.16,1.08,conventional,Denver
12,02.10.16,1.18,conventional,Denver
13,25.09.16,1.15,conventional,Denver
14,18.09.16,1.02,conventional,Denver
15,11.09.16,0.98,conventional,Denver
16,04.09.16,0.91,conventional,Denver
17,28.08.16,0.91,conventional,Denver
18,21.08.16,1.22,conventional,Denver
19,14.08.16,1.18,conventional,Denver
20,07.08.16,1.14,conventional,Denver
21,31.07.16,1.15,conventional,Denver
22,24.07.16,1.17,conventional,Denver
23,17.07.16,1.07,conventional,Denver
24,10.07.16,1.04,conventional,Denver
25,03.07.16,1.03,conventional,Denver
26,26.06.16,0.98,conventional,Denver
27,19.06.16,1,conventional,Denver
28,12.06.16,0.96,conventional,Denver
29,05.06.16,0.85,conventional,Denver
30,29.05.16,0.85,conventional,Denver
31,22.05.16,0.9,conventional,Denver
32,15.05.16,0.9,conventional,Denver
33,08.05.16,0.8,conventional,Denver
34,01.05.16,0.87,conventional,Denver
35,24.04.16,0.93,conventional,Denver
36,17.04.16,0.78,conventional,Denver
37,10.04.16,0.77,conventional,Denver
38,03.04.16,0.83,conventional,Denver
39,27.03.16,0.95,conventional,Denver
40,20.03.16,0.73,conventional,Denver
41,13.03.16,0.83,conventional,Denver
42,06.03.16,0.98,conventional,Denver
43,28.02.16,0.74,conventional,Denver
44,21.02.16,0.73,conventional,Denver
45,14.02.16,0.7,conventional,Denver
46,07.02.16,0.63,conventional,Denver
47,31.01.16,0.8,conventional,Denver
48,24.01.16,0.6,conventional,Denver
49,17.01.16,0.66,conventional,Denver
50,10.01.16,0.72,conventional,Denver
51,03.01.16,0.6,conventional,Denver
0,25.12.16,1.06,conventional,Detroit
1,18.12.16,1.05,conventional,Detroit
2,11.12.16,0.95,conventional,Detroit
3,04.12.16,0.81,conventional,Detroit
4,27.11.16,1.18,conventional,Detroit
5,20.11.16,1.35,conventional,Detroit
6,13.11.16,1.39,conventional,Detroit
7,06.11.16,1.4,conventional,Detroit
8,30.10.16,1.4,conventional,Detroit
9,23.10.16,1.35,conventional,Detroit
10,16.10.16,1.26,conventional,Detroit
11,09.10.16,1.27,conventional,Detroit
12,02.10.16,1.25,conventional,Detroit
13,25.09.16,1.24,conventional,Detroit
14,18.09.16,1.1,conventional,Detroit
15,11.09.16,1.09,conventional,Detroit
16,04.09.16,1.08,conventional,Detroit
17,28.08.16,1.01,conventional,Detroit
18,21.08.16,1.15,conventional,Detroit
19,14.08.16,1.08,conventional,Detroit
20,07.08.16,1.13,conventional,Detroit
21,31.07.16,1.16,conventional,Detroit
22,24.07.16,1.15,conventional,Detroit
23,17.07.16,1.17,conventional,Detroit
24,10.07.16,1.18,conventional,Detroit
25,03.07.16,1.17,conventional,Detroit
26,26.06.16,1.13,conventional,Detroit
27,19.06.16,1,conventional,Detroit
28,12.06.16,0.98,conventional,Detroit
29,05.06.16,0.92,conventional,Detroit
