X1,Date,Small Bags,Large Bags,XLarge Bags,type,region,SmallMediumAvocado,LargeAvocado,ExtraLargeAvocado
3,06.12.15,22956.94,4797.18,98,conventional,Nashville,4046_88033.66,4225_9655.78,4770_5447.67
4,29.11.15,20470.74,7440.75,10.34,conventional,Nashville,4046_77155.36,4225_9407.46,4770_5435.02
5,22.11.15,23717.19,7157.13,261.71,conventional,Nashville,4046_79960.92,4225_10083.16,4770_5985.48
6,15.11.15,24126.65,5261.39,0,conventional,Nashville,4046_77510.5,4225_11869.33,4770_5903.53
7,08.11.15,25641.93,5225.46,0,conventional,Nashville,4046_87957.9,4225_11807.4,4770_4873.39
8,01.11.15,24437.2,11949.73,0,conventional,Nashville,4046_97774.21,4225_20102.72,4770_5054.46
9,25.10.15,25000.22,8823.27,0,conventional,Nashville,4046_89991.51,4225_20511.16,4770_4334.1
10,18.10.15,23996.08,9419.99,0,conventional,Nashville,4046_114107.69,4225_29076.74,4770_6047.46
11,11.10.15,23793.78,17803.37,0,conventional,Nashville,4046_83621.05,4225_35428.18,4770_7009.22
12,04.10.15,26267.85,16376.41,45.13,conventional,Nashville,4046_78331.45,4225_30106.11,4770_6363.08
13,27.09.15,25432.19,9435.58,45.21,conventional,Nashville,4046_93381.62,4225_25445,4770_6807.92
14,20.09.15,27175.41,19540.16,649.63,conventional,Nashville,4046_108519,4225_32478.82,4770_9286.56
15,13.09.15,31983.6,11023.29,309.25,conventional,Nashville,4046_76424.28,4225_25095.26,4770_9786.12
16,06.09.15,27102.45,15494.02,242.92,conventional,Nashville,4046_92988.8,4225_30510.75,4770_9638.66
17,30.08.15,24581.81,5819.53,0,conventional,Nashville,4046_82766.98,4225_21072.35,4770_7912.88
18,23.08.15,25633.87,4312.49,0,conventional,Nashville,4046_112284.06,4225_19284.06,4770_10060.87
19,16.08.15,22867.47,5354.02,226.75,conventional,Nashville,4046_126796.3,4225_18393.32,4770_13672.42
20,09.08.15,30602.26,8883.04,631.08,conventional,Nashville,4046_105537.27,4225_20560.4,4770_10196.35
21,02.08.15,30724.37,4552.23,140.85,conventional,Nashville,4046_87160.08,4225_19863.22,4770_9366.36
22,26.07.15,29923.8,4702.51,42.44,conventional,Nashville,4046_85386.58,4225_19400.24,4770_9807.32
23,19.07.15,34877.55,8680.3,357.27,conventional,Nashville,4046_113404.36,4225_19371.52,4770_9567.97
24,12.07.15,29736.49,5171.88,121.33,conventional,Nashville,4046_90781.1,4225_17434.57,4770_9746.41
25,05.07.15,35733.99,8482,179.35,conventional,Nashville,4046_121473.02,4225_25125.21,4770_10804.25
26,28.06.15,36900.28,3662.58,803.37,conventional,Nashville,4046_90881.66,4225_19436.14,4770_8297.63
27,21.06.15,41015,9725.53,775.84,conventional,Nashville,4046_111226.04,4225_17917.39,4770_8103.01
28,14.06.15,38948.35,5729.69,0,conventional,Nashville,4046_103389.69,4225_17224.17,4770_7010.57
29,07.06.15,31059.24,8944.38,278.9,conventional,Nashville,4046_128293.7,4225_10385.79,4770_10508.18
30,31.05.15,24244.27,4413.3,80.91,conventional,Nashville,4046_117285.11,4225_8351.55,4770_11839
31,24.05.15,22090.48,7942.08,459.17,conventional,Nashville,4046_140921.85,4225_9348.72,4770_14228.41
32,17.05.15,25235.57,4310.3,7.56,conventional,Nashville,4046_100832.21,4225_8161.87,4770_10852.62
33,10.05.15,23620.06,4406.92,350.54,conventional,Nashville,4046_114337.07,4225_9079.59,4770_13932.74
34,03.05.15,23216.64,10436.63,0,conventional,Nashville,4046_159791.64,4225_13149.16,4770_16218.93
35,26.04.15,21480.56,3495.94,0,conventional,Nashville,4046_117295.03,4225_8599.82,4770_15685.44
36,19.04.15,22422.52,6712.76,0,conventional,Nashville,4046_91537.59,4225_7598.5,4770_12377.93
37,12.04.15,14353.71,10057.61,0,conventional,Nashville,4046_111682.33,4225_9658.98,4770_12737.74
38,05.04.15,21583.06,6812.21,0,conventional,Nashville,4046_104270.46,4225_8266.56,4770_14141.74
39,29.03.15,19540.62,6549.1,0,conventional,Nashville,4046_102824.72,4225_8307.47,4770_14079.54
40,22.03.15,22501.23,6833.78,89.88,conventional,Nashville,4046_122204.32,4225_9195.02,4770_13155.99
41,15.03.15,21886.31,3381.7,1114.76,conventional,Nashville,4046_86390.93,4225_6821.52,4770_11458.43
42,08.03.15,22958.63,3555.59,0,conventional,Nashville,4046_104187.91,4225_7723.68,4770_10813.59
43,01.03.15,20732.64,6153.5,129.78,conventional,Nashville,4046_121799.85,4225_9712.84,4770_10894.89
44,22.02.15,20671.7,2645.2,4.99,conventional,Nashville,4046_101095.06,4225_10053.42,4770_13693.83
45,15.02.15,21186.15,2715.03,0,conventional,Nashville,4046_109047.7,4225_9817.42,4770_11085.73
46,08.02.15,25896.73,2229.29,0,conventional,Nashville,4046_125785.83,4225_8119.73,4770_9717.73
47,01.02.15,23898.35,5714.51,0,conventional,Nashville,4046_160834.57,4225_13445.84,4770_17578.18
48,25.01.15,24183.43,1789.69,0,conventional,Nashville,4046_95428.54,4225_8371.74,4770_11082.07
49,18.01.15,23520.54,2116.34,0,conventional,Nashville,4046_97216.47,4225_8423.57,4770_12187.72
50,11.01.15,22478.92,2766.04,0,conventional,Nashville,4046_103822.6,4225_9098.86,4770_11665.78
51,04.01.15,19681.13,5611.51,221.67,conventional,Nashville,4046_113865.83,4225_11083.58,4770_11699.03
0,27.12.15,53908.72,9224.82,19.5,conventional,NewOrleansMobile,4046_105570.93,4225_18655.62,4770_284.7
1,20.12.15,57100.55,5619.06,64.48,conventional,NewOrleansMobile,4046_110266.94,4225_18630.27,4770_255.72
2,13.12.15,44564.8,8310.74,0,conventional,NewOrleansMobile,4046_119689.49,4225_31214.29,4770_437.88
3,06.12.15,41822.8,3839.67,0,conventional,NewOrleansMobile,4046_117854.69,4225_21553.04,4770_325
4,29.11.15,49172.32,6127.06,0,conventional,NewOrleansMobile,4046_96662.75,4225_23572.73,4770_298.68
5,22.11.15,53791.54,6426.96,6.28,conventional,NewOrleansMobile,4046_112638.84,4225_18822.53,4770_388.83
6,15.11.15,56099,4028.39,0,conventional,NewOrleansMobile,4046_113570.58,4225_21747.26,4770_335
7,08.11.15,49206.68,3996.43,0,conventional,NewOrleansMobile,4046_122265.65,4225_21552.54,4770_692.39
8,01.11.15,50413.78,8082.05,12.36,conventional,NewOrleansMobile,4046_129683.8,4225_16059.69,4770_486.47
9,25.10.15,51959.11,3321.97,0,conventional,NewOrleansMobile,4046_117736.07,4225_17516.63,4770_646.78
10,18.10.15,58060.12,4364.07,0,conventional,NewOrleansMobile,4046_124894.03,4225_18241.03,4770_1003.78
11,11.10.15,56426.31,8293.55,6.16,conventional,NewOrleansMobile,4046_135769.89,4225_16126.01,4770_1155.54
12,04.10.15,59907.03,7612.29,0,conventional,NewOrleansMobile,4046_133195.58,4225_20601.83,4770_1171.5
13,27.09.15,53115.57,4131.76,0,conventional,NewOrleansMobile,4046_123528.92,4225_17616.44,4770_1515.75
14,20.09.15,56901.55,6309.86,6.11,conventional,NewOrleansMobile,4046_135003.95,4225_24187.24,4770_1608.76
15,13.09.15,54335.47,5110.83,0,conventional,NewOrleansMobile,4046_140509.91,4225_18106.55,4770_1713.51
16,06.09.15,64673.2,8193.75,0,conventional,NewOrleansMobile,4046_155273.07,4225_18010.18,4770_2204.32
17,30.08.15,68104.04,4376.84,12.09,conventional,NewOrleansMobile,4046_144651.98,4225_14746.53,4770_2416.44
18,23.08.15,61777.91,4942.58,18.13,conventional,NewOrleansMobile,4046_152247.87,4225_18687.77,4770_2886.6
19,16.08.15,72975.89,4844.44,42.31,conventional,NewOrleansMobile,4046_151208.53,4225_16681.65,4770_7405.88
20,09.08.15,71332.39,7130.47,0,conventional,NewOrleansMobile,4046_171948.43,4225_10121.42,4770_11932.03
21,02.08.15,66186.24,5015.77,24.17,conventional,NewOrleansMobile,4046_157656.04,4225_8025.5,4770_11763
22,26.07.15,61569.83,2930.44,0,conventional,NewOrleansMobile,4046_171672.53,4225_10443.49,4770_12343.88
23,19.07.15,62702.44,8131.55,6.04,conventional,NewOrleansMobile,4046_167068.14,4225_8930.71,4770_11720.44
24,12.07.15,62705.51,4999.72,6.05,conventional,NewOrleansMobile,4046_149305.77,4225_11069.26,4770_11822.33
25,05.07.15,81157.38,6839.81,6.06,conventional,NewOrleansMobile,4046_185225.73,4225_9201.65,4770_15050.73
26,28.06.15,75120.4,4043.46,24.29,conventional,NewOrleansMobile,4046_163193.51,4225_10737.56,4770_8080.05
27,21.06.15,86878.25,8474.67,0,conventional,NewOrleansMobile,4046_182416.44,4225_8803.83,4770_7161.74
28,14.06.15,80570.6,4418.25,0,conventional,NewOrleansMobile,4046_166072,4225_10920.46,4770_268.71
29,07.06.15,85387.95,7902.32,0,conventional,NewOrleansMobile,4046_186502.94,4225_8769.22,4770_297.49
30,31.05.15,67111.69,4469.45,0,conventional,NewOrleansMobile,4046_164856.45,4225_8536.94,4770_319
31,24.05.15,71635.79,7062.01,0,conventional,NewOrleansMobile,4046_175841.33,4225_10463.04,4770_235
32,17.05.15,69919.72,4950.35,0,conventional,NewOrleansMobile,4046_172610.15,4225_9661.21,4770_262
33,10.05.15,67176.21,4354.42,0,conventional,NewOrleansMobile,4046_176480.19,4225_7959.95,4770_321
34,03.05.15,81127.8,9484.77,0,conventional,NewOrleansMobile,4046_204609.56,4225_13133.92,4770_299.55
35,26.04.15,72727.69,3985.17,0,conventional,NewOrleansMobile,4046_179543.83,4225_9195.1,4770_288
36,19.04.15,74117.3,3873.42,0,conventional,NewOrleansMobile,4046_172951.25,4225_12171.55,4770_373.11
37,12.04.15,53843.01,6367.26,0,conventional,NewOrleansMobile,4046_168050.37,4225_7155.35,4770_294
38,05.04.15,57555.16,5167.59,188.89,conventional,NewOrleansMobile,4046_166893.13,4225_7766.84,4770_250
39,29.03.15,62564.2,3564.17,0,conventional,NewOrleansMobile,4046_161509.61,4225_9472.68,4770_77.75
40,22.03.15,68626.59,8377.23,0,conventional,NewOrleansMobile,4046_196325.14,4225_8985.9,4770_179.21
41,15.03.15,58352.29,4113.74,0,conventional,NewOrleansMobile,4046_159683.23,4225_11363.11,4770_183.95
42,08.03.15,69335.51,3281.29,0,conventional,NewOrleansMobile,4046_163007.69,4225_12379.43,4770_269.87
43,01.03.15,62740.63,6472.65,0,conventional,NewOrleansMobile,4046_138924.43,4225_16229.64,4770_384.82
44,22.02.15,62873.75,3341.12,0,conventional,NewOrleansMobile,4046_178792.99,4225_10819.78,4770_346.88
45,15.02.15,60468.24,2195.38,0,conventional,NewOrleansMobile,4046_155288.64,4225_11863.71,4770_253.04
46,08.02.15,61345.53,2212.59,0,conventional,NewOrleansMobile,4046_169656.18,4225_8648.32,4770_202.67
47,01.02.15,76463.29,7885.81,0,conventional,NewOrleansMobile,4046_271075.59,4225_11860.86,4770_426.32
48,25.01.15,66085.94,3438.66,0,conventional,NewOrleansMobile,4046_188798.96,4225_12771.98,4770_352.52
49,18.01.15,61302.5,2895.44,0,conventional,NewOrleansMobile,4046_179991.12,4225_23263.42,4770_213.64
50,11.01.15,59593.91,3221.26,0,conventional,NewOrleansMobile,4046_165505.1,4225_10680.54,4770_231.54
51,04.01.15,54422.22,5640.72,0,conventional,NewOrleansMobile,4046_148384.22,4225_14085.72,4770_218.63
0,27.12.15,208470.99,34191.25,4.44,conventional,NewYork,4046_13711.19,4225_872603.6,4770_894.58
1,20.12.15,212615.2,44523.92,0,conventional,NewYork,4046_13998.35,4225_867406.68,4770_803.83
2,13.12.15,222446.62,39205.85,0,conventional,NewYork,4046_15990.38,4225_975504.52,4770_1657.92
3,06.12.15,136643.23,27997.51,0,conventional,NewYork,4046_15730.1,4225_887708.08,4770_892.62
4,29.11.15,139508.76,30573.32,0,conventional,NewYork,4046_13652.41,4225_814571.57,4770_863.58
5,22.11.15,156660.8,33558.6,7.07,conventional,NewYork,4046_15004.7,4225_905344.06,4770_1227.89
6,15.11.15,196060.17,29267.67,0,conventional,NewYork,4046_23669.62,4225_1107466.31,4770_929.57
7,08.11.15,198024.18,89343.84,0,conventional,NewYork,4046_20146.29,4225_1097994.07,4770_753.78
8,01.11.15,183727.03,54399.03,15.15,conventional,NewYork,4046_24197.61,4225_1916954.83,4770_1226.57
9,25.10.15,192750.44,46555.41,0,conventional,NewYork,4046_18035.94,4225_790163.44,4770_540.63
10,18.10.15,181854.71,51069.15,2.08,conventional,NewYork,4046_23873.63,4225_1598365.27,4770_1173.01
11,11.10.15,214209.27,76809.76,0,conventional,NewYork,4046_14859.09,4225_792683.64,4770_721.46
12,04.10.15,208106.11,53386.89,0,conventional,NewYork,4046_19623.48,4225_1060768.61,4770_1078.17
13,27.09.15,185973.17,57548.18,0,conventional,NewYork,4046_15448.68,4225_941112.78,4770_983.6
14,20.09.15,214317.49,47970.64,0,conventional,NewYork,4046_16098.34,4225_913022.98,4770_801.09
15,13.09.15,181277.74,68237.18,7.16,conventional,NewYork,4046_20526.41,4225_1208256.11,4770_1030.24
16,06.09.15,201210.17,43820.11,7.13,conventional,NewYork,4046_19894.27,4225_1074698.43,4770_1295.45
17,30.08.15,208604.73,39872.77,88.86,conventional,NewYork,4046_18628.2,4225_982355.97,4770_1530.58
18,23.08.15,197249.71,34604.15,10.63,conventional,NewYork,4046_22589.42,4225_1222687.73,4770_822.48
19,16.08.15,188594,34787.84,1.99,conventional,NewYork,4046_19663.39,4225_1291206.23,4770_1727.95
20,09.08.15,218715.85,30313.62,0,conventional,NewYork,4046_23326.28,4225_1290583.13,4770_976.16
21,02.08.15,216693.68,34664.8,0,conventional,NewYork,4046_21768.56,4225_1184264.91,4770_1330.65
22,26.07.15,233874.8,46589.71,0,conventional,NewYork,4046_19228.22,4225_910716.77,4770_1321.69
23,19.07.15,256581.76,48382.38,3.5,conventional,NewYork,4046_20811.41,4225_923816.05,4770_2324.14
24,12.07.15,306199.58,47542.37,616.72,conventional,NewYork,4046_22742.33,4225_956051.1,4770_5130.14
25,05.07.15,278911.21,67625.57,93.8,conventional,NewYork,4046_23947.74,4225_1290776.67,4770_5470.64
26,28.06.15,266450.36,80224.13,41.57,conventional,NewYork,4046_17714.92,4225_917010.98,4770_3347.48
27,21.06.15,287710.54,43147.53,55.28,conventional,NewYork,4046_18711.02,4225_1312242.38,4770_5159.36
28,14.06.15,323080.99,81280.96,117.6,conventional,NewYork,4046_23161.35,4225_931945.04,4770_3548.03
29,07.06.15,296939.83,59171.88,76.01,conventional,NewYork,4046_24734.98,4225_1347902.88,4770_2235.54
30,31.05.15,322139.9,67077.51,10.36,conventional,NewYork,4046_24958.8,4225_1077663.26,4770_1368.92
31,24.05.15,322563.16,65288.42,10.35,conventional,NewYork,4046_21741.7,4225_1103694.97,4770_1724.03
32,17.05.15,300933.75,59891.19,0,conventional,NewYork,4046_21866.23,4225_871213.06,4770_1648.45
33,10.05.15,316975.34,57393.95,0,conventional,NewYork,4046_27734.02,4225_1711900.09,4770_4590.52
34,03.05.15,257688.23,74835.23,608.33,conventional,NewYork,4046_23447.41,4225_1317970.18,4770_4554.01
35,26.04.15,246376.89,93487.52,490.28,conventional,NewYork,4046_20400.34,4225_932216.48,4770_2618.1
36,19.04.15,278784.54,103965.16,0,conventional,NewYork,4046_20252.47,4225_927145.61,4770_2366.85
37,12.04.15,239070,59886.93,0,conventional,NewYork,4046_18928.26,4225_764676.24,4770_1846.37
38,05.04.15,252129.98,59757.08,680.56,conventional,NewYork,4046_20081.53,4225_909664.31,4770_2011.01
39,29.03.15,216859.46,61290.64,0,conventional,NewYork,4046_21780.45,4225_882071.76,4770_1812.92
40,22.03.15,223369.68,60005.77,0,conventional,NewYork,4046_22713.33,4225_884992.9,4770_1650.73
41,15.03.15,258642.39,65119.11,0,conventional,NewYork,4046_22591.72,4225_749461.13,4770_1923.63
42,08.03.15,271636.2,68163.62,0,conventional,NewYork,4046_31886.43,4225_755537.72,4770_2109.98
43,01.03.15,228539.44,61449.05,0,conventional,NewYork,4046_19919.91,4225_1025372.06,4770_2849.43
44,22.02.15,253336.8,56051.76,0,conventional,NewYork,4046_18716.23,4225_757987.66,4770_2885
45,15.02.15,240950.54,48408.81,0,conventional,NewYork,4046_17342.31,4225_688201.27,4770_2659.51
46,08.02.15,249204.48,68760.02,0,conventional,NewYork,4046_26781.64,4225_1310966.23,4770_2996.36
47,01.02.15,243186.43,80172.1,0,conventional,NewYork,4046_22622.87,4225_1084529.78,4770_3251.93
48,25.01.15,249848.32,63602.13,0,conventional,NewYork,4046_18101.89,4225_768131.81,4770_3184.12
49,18.01.15,211934.06,61052.37,0,conventional,NewYork,4046_18945.56,4225_749309.2,4770_3039.37
50,11.01.15,221731.33,63767.28,0,conventional,NewYork,4046_15880.8,4225_714530.7,4770_2315.72
51,04.01.15,178683.01,70812.68,0,conventional,NewYork,4046_23641,4225_1127882.44,4770_1871.07
0,27.12.15,690116.94,46305.06,1003.66,conventional,Northeast,4046_69920.54,4225_2313155.65,4770_35858.35
1,20.12.15,709816.2,60823.26,1300,conventional,Northeast,4046_72576.52,4225_2330694.41,4770_14909.65
2,13.12.15,706707.82,51734.84,3.51,conventional,Northeast,4046_81055.1,4225_2852333.86,4770_4716.39
3,06.12.15,547611.8,40901.19,8.81,conventional,Northeast,4046_85444.57,4225_2541186.76,4770_3341.42
4,29.11.15,513647.72,41582.34,0,conventional,Northeast,4046_71191.69,4225_1964333.5,4770_3025.26
5,22.11.15,581899.23,44833.83,5.36,conventional,Northeast,4046_79006.95,4225_2316404.82,4770_4067.05
6,15.11.15,658542.91,48853.72,0,conventional,Northeast,4046_89242.5,4225_2738913.76,4770_3393.33
7,08.11.15,645890.25,136004.94,0,conventional,Northeast,4046_86385.14,4225_3333003.32,4770_4491.79
8,01.11.15,697293.46,83580.91,19.25,conventional,Northeast,4046_95355.74,4225_3920642.46,4770_4729.26
9,25.10.15,693912.61,81976.29,0,conventional,Northeast,4046_88907,4225_2438454.39,4770_3363.89
10,18.10.15,661214.66,81018.08,1.74,conventional,Northeast,4046_93569.28,4225_4025382.16,4770_5421.22
11,11.10.15,721415.51,110651.17,1.73,conventional,Northeast,4046_88376.7,4225_2383018.56,4770_4364.98
12,04.10.15,716567.95,83753.73,0,conventional,Northeast,4046_99666.72,4225_2679760.58,4770_5434.32
13,27.09.15,589490.48,93363.67,0,conventional,Northeast,4046_86278.88,4225_2965153.82,4770_4785.85
14,20.09.15,672883.2,79105.28,0,conventional,Northeast,4046_86196.27,4225_2492113.6,4770_4293.65
15,13.09.15,638404.31,102122.78,6.14,conventional,Northeast,4046_95839.65,4225_3364304.91,4770_4616.79
16,06.09.15,688674.24,65777.16,98.06,conventional,Northeast,4046_99311.62,4225_3227507.37,4770_6693.26
17,30.08.15,678533.22,60808.49,949.51,conventional,Northeast,4046_93227.99,4225_2981372.2,4770_11075.1
18,23.08.15,682203.72,55968.11,1043.79,conventional,Northeast,4046_107907.11,4225_3291930.64,4770_7167.44
19,16.08.15,677997.05,55602.12,13.96,conventional,Northeast,4046_97139.95,4225_3382543.31,4770_8138.99
20,09.08.15,722077.58,54944.38,0,conventional,Northeast,4046_105393.94,4225_3894801.66,4770_9116.57
21,02.08.15,742929.61,51131.53,3.06,conventional,Northeast,4046_104772.22,4225_3244095.85,4770_11726.4
22,26.07.15,815705.91,67279.91,45.79,conventional,Northeast,4046_102482.55,4225_2757145.78,4770_14864.77
23,19.07.15,900291.21,66844.37,70.11,conventional,Northeast,4046_107602.07,4225_3057929,4770_36476.44
24,12.07.15,1148604.15,67207.62,1164.83,conventional,Northeast,4046_110242.95,4225_3051823.18,4770_75096.18
25,05.07.15,1208641.02,102680.02,794.73,conventional,Northeast,4046_122190.4,4225_3328289.46,4770_92678.08
26,28.06.15,1129604.18,121974.02,788.82,conventional,Northeast,4046_105387.01,4225_2670469.78,4770_72708.66
27,21.06.15,1052770.72,66494.05,1108.37,conventional,Northeast,4046_106859.5,4225_3203944.93,4770_77296.43
28,14.06.15,1285655.99,118366.89,2252.42,conventional,Northeast,4046_112693.47,4225_2985953.81,4770_56827.08
29,07.06.15,1099881.5,87700.94,1097.84,conventional,Northeast,4046_109587.85,4225_3416600.27,4770_7058.9
30,31.05.15,1154091.74,97864.57,1550.71,conventional,Northeast,4046_116068.2,4225_2954175.96,4770_5488.64
31,24.05.15,1206950.37,120720.48,1033.42,conventional,Northeast,4046_112425.95,4225_3212552.24,4770_7774.83
32,17.05.15,1156872.13,87402.54,152.99,conventional,Northeast,4046_114065.77,4225_2730591.16,4770_5593.26
33,10.05.15,1120295.45,89874.67,0,conventional,Northeast,4046_134556.37,4225_4143702.97,4770_10220.82
34,03.05.15,954844.81,132615.75,943.06,conventional,Northeast,4046_129459.52,4225_3365962.7,4770_13487.57
35,26.04.15,902141.63,132855.85,650.73,conventional,Northeast,4046_110930.88,4225_2492744.36,4770_7040.21
36,19.04.15,984678.78,131232.57,0,conventional,Northeast,4046_110954.74,4225_2552885.19,4770_6389.9
37,12.04.15,920108.45,81630.45,0,conventional,Northeast,4046_93987.65,4225_2102179.57,4770_5306.97
38,05.04.15,869574.86,83524.01,1130.68,conventional,Northeast,4046_97887.72,4225_2409449.74,4770_6203.7
39,29.03.15,769079.25,82778.21,2.9,conventional,Northeast,4046_96169.31,4225_2543290.15,4770_5707.16
40,22.03.15,782209.83,87477.36,0,conventional,Northeast,4046_118765,4225_2526519.62,4770_5436.84
41,15.03.15,843930.39,92714,0,conventional,Northeast,4046_111777.91,4225_2082038.09,4770_5531.34
42,08.03.15,909308.32,108119.32,1.63,conventional,Northeast,4046_113602.19,4225_2111936.1,4770_7864.97
43,01.03.15,810060.6,84287.77,0,conventional,Northeast,4046_88609.28,4225_2790180.2,4770_7317.59
44,22.02.15,860636.05,79402.19,0,conventional,Northeast,4046_92283.05,4225_2003076.22,4770_7049.52
45,15.02.15,864046.29,65744.96,0,conventional,Northeast,4046_88056.2,4225_1958075.38,4770_7773.07
46,08.02.15,869917.39,96055.45,1.64,conventional,Northeast,4046_128978.49,4225_3354876.63,4770_7219.81
47,01.02.15,896750.09,109953.33,0,conventional,Northeast,4046_133613,4225_3149375.34,4770_9191.41
48,25.01.15,903840.54,100787.4,0,conventional,Northeast,4046_96761.81,4225_2129188.49,4770_7923.65
49,18.01.15,784229.51,84757.11,0,conventional,Northeast,4046_91803.09,4225_2098784.32,4770_7215.59
50,11.01.15,796190.93,84913.39,0,conventional,Northeast,4046_97343.55,4225_2070661.43,4770_6915.47
51,04.01.15,669970.5,94381.16,0,conventional,Northeast,4046_126640.65,4225_2860709.93,4770_7580.38
0,27.12.15,39602.96,0,0,conventional,NorthernNewEngland,4046_2601.32,4225_250270.9,4770_12123.24
1,20.12.15,45911.51,0,0,conventional,NorthernNewEngland,4046_2616.13,4225_232459.75,4770_3820.83
2,13.12.15,35319.62,0,0,conventional,NorthernNewEngland,4046_2970.12,4225_369076.25,4770_116.84
3,06.12.15,38140.59,0,0,conventional,NorthernNewEngland,4046_3320.11,4225_261503.41,4770_94.18
4,29.11.15,34725.57,0,0,conventional,NorthernNewEngland,4046_2897.91,4225_181977.84,4770_88.58
5,22.11.15,40777.1,3.47,0,conventional,NorthernNewEngland,4046_2770.62,4225_230517.24,4770_140.77
6,15.11.15,46867.66,212.35,0,conventional,NorthernNewEngland,4046_2589.55,4225_237255.49,4770_90.93
7,08.11.15,33362,408.89,0,conventional,NorthernNewEngland,4046_2347.38,4225_453089.14,4770_132.37
8,01.11.15,65081.14,200,0,conventional,NorthernNewEngland,4046_3271.4,4225_281498.53,4770_209.48
9,25.10.15,42475.38,591.11,0,conventional,NorthernNewEngland,4046_2599.46,4225_268057.07,4770_158.24
10,18.10.15,36297.69,1253.33,0,conventional,NorthernNewEngland,4046_3274.11,4225_361448.46,4770_192.81
11,11.10.15,43001.38,106.67,0,conventional,NorthernNewEngland,4046_3616.8,4225_231543.02,4770_204.79
12,04.10.15,40431.73,217.78,0,conventional,NorthernNewEngland,4046_3978.7,4225_253346.07,4770_248.25
13,27.09.15,27515.43,508.89,0,conventional,NorthernNewEngland,4046_2768.16,4225_427544.89,4770_265.22
14,20.09.15,48164.82,1084.44,0,conventional,NorthernNewEngland,4046_2413.3,4225_270775.68,4770_291.7
15,13.09.15,52023.22,880,0,conventional,NorthernNewEngland,4046_1752.73,4225_301172.05,4770_277.25
16,06.09.15,48349.86,88.89,0,conventional,NorthernNewEngland,4046_2506.81,4225_456884.53,4770_377.7
17,30.08.15,54650.81,0,0,conventional,NorthernNewEngland,4046_2834.15,4225_337184.98,4770_457.24
18,23.08.15,58875.69,0,0,conventional,NorthernNewEngland,4046_2487.19,4225_338130.6,4770_608.29
19,16.08.15,65208.52,0,0,conventional,NorthernNewEngland,4046_2067.21,4225_304465.27,4770_775
20,09.08.15,52400.81,3.33,0,conventional,NorthernNewEngland,4046_2513.38,4225_523492.97,4770_815.98
21,02.08.15,66056.2,0,0,conventional,NorthernNewEngland,4046_2279.1,4225_347110.01,4770_1637.61
22,26.07.15,73518.43,4.27,0,conventional,NorthernNewEngland,4046_2558.33,4225_324258.79,4770_2452.04
23,19.07.15,62434.86,17.08,0,conventional,NorthernNewEngland,4046_3108.09,4225_522040.27,4770_6851.58
24,12.07.15,148811.62,28.77,0,conventional,NorthernNewEngland,4046_3111.08,4225_341891.96,4770_15371.77
25,05.07.15,176636.74,182.22,0,conventional,NorthernNewEngland,4046_2968.62,4225_338863.42,4770_17991.98
26,28.06.15,152425.4,48.89,0,conventional,NorthernNewEngland,4046_2582.77,4225_282587.99,4770_15156.27
27,21.06.15,108756.94,0,0,conventional,NorthernNewEngland,4046_2279.37,4225_300069.61,4770_14779.66
28,14.06.15,162093.57,0,0,conventional,NorthernNewEngland,4046_2804.46,4225_362082.5,4770_10744.54
29,07.06.15,110774.35,0,0,conventional,NorthernNewEngland,4046_2096.21,4225_314308.78,4770_37.43
30,31.05.15,97960.94,0,0,conventional,NorthernNewEngland,4046_2523.96,4225_313153.31,4770_61.25
31,24.05.15,137204.86,0,0,conventional,NorthernNewEngland,4046_2624.76,4225_372289.48,4770_53.34
32,17.05.15,131904.74,11.27,0,conventional,NorthernNewEngland,4046_2745.99,4225_287792.49,4770_29.88
33,10.05.15,71253.97,380.11,0,conventional,NorthernNewEngland,4046_2739.66,4225_503984.46,4770_78.56
34,03.05.15,60354.57,17.73,0,conventional,NorthernNewEngland,4046_2322.24,4225_304233.27,4770_59.55
35,26.04.15,56259.03,17.06,0,conventional,NorthernNewEngland,4046_1960.76,4225_253562.76,4770_79.62
36,19.04.15,59936.64,0.97,0,conventional,NorthernNewEngland,4046_2156.47,4225_284389.27,4770_78.27
37,12.04.15,89699.64,21.86,0,conventional,NorthernNewEngland,4046_2160.72,4225_214309.89,4770_58.52
38,05.04.15,54288.7,114.45,0,conventional,NorthernNewEngland,4046_2352.11,4225_252306.55,4770_82.02
39,29.03.15,37036.33,927.78,0,conventional,NorthernNewEngland,4046_2452.76,4225_372165.06,4770_57.27
40,22.03.15,47856.09,194.08,0,conventional,NorthernNewEngland,4046_4556.72,4225_229492.52,4770_55.64
41,15.03.15,48390.8,42.22,0,conventional,NorthernNewEngland,4046_6236.37,4225_247092.81,4770_90.6
42,08.03.15,50606.6,302.22,0,conventional,NorthernNewEngland,4046_2507.83,4225_234532.06,4770_15.02
43,01.03.15,42880.02,0,0,conventional,NorthernNewEngland,4046_2266.45,4225_310490.26,4770_41.26
44,22.02.15,43735.97,6.67,0,conventional,NorthernNewEngland,4046_2875.24,4225_217477.35,4770_23.63
45,15.02.15,53303.8,162.22,0,conventional,NorthernNewEngland,4046_2897.82,4225_232117.81,4770_33.13
46,08.02.15,50014.8,837.78,0,conventional,NorthernNewEngland,4046_4606.01,4225_308443.03,4770_33.62
